product_code,product_name,product_specification,product_type,product_category
00001-A010001,AS-005[RX],2.57*1.78_5080W,제품,O-RING (제품)
00001-A010002,AS-006[R1],2.9*1.78_5080W,제품,O-RING (제품)
00001-A010003,AS-007[R1],3.68*1.78_5080W,제품,O-RING (제품)
00001-A010004,AS-008[R1],4.47*1.78_5080W,제품,O-RING (제품)
00001-A010005,AS-010[R1],6.07*1.78_5080W,제품,O-RING (제품)
00001-A010006,AS-011[R1],7.65*1.78_5080W,제품,O-RING (제품)
00001-A010007,AS-012[R1],9.25*1.78_5080W,제품,O-RING (제품)
00001-A010008,AS-013[R1],10.82*1.78_5080W,제품,O-RING (제품)
00001-A010009,AS-014[R1],12.42*1.78_5080W,제품,O-RING (제품)
00001-A010010,AS-016[R1],15.60*1.78_5080W,제품,O-RING (제품)
00001-A010011,AS-017[R1],17.17*1.78_5080W,제품,O-RING (제품)
00001-A010012,AS-019[R1],20.35*1.78_5080W,제품,O-RING (제품)
00001-A010013,AS-022[R1],25.12*1.78_5080W,제품,O-RING (제품)
00001-A010014,AS-023[R1],26.7*1.78_5080W,제품,O-RING (제품)
00001-A010015,AS-024[R1],28.30*1.78_5080W,제품,O-RING (제품)
00001-A010016,AS-025[R1],29.97*1.78_5080W,제품,O-RING (제품)
00001-A010017,AS-026[R1],31.47*1.78_5080W,제품,O-RING (제품)
00001-A010018,AS-030[R1],41.00*1.78_5080W,제품,O-RING (제품)
00001-A010019,AS-033[R1],50.52*1.78_5080W,제품,O-RING (제품)
00001-A010020,AS-034[R1],53.70*1.78_5080W,제품,O-RING (제품)
00001-A010021,AS-039[RX],69.57*1.78_5080W,제품,O-RING (제품)
00001-A010022,AS-041[RX],75.92*1.78_5080W,제품,O-RING (제품)
00001-A010023,AS-043[RX],88.62*1.78_5080W,제품,O-RING (제품)
00001-A010024,AS-105[R1],3.63*2.62_5080W,제품,O-RING (제품)
00001-A010025,AS-107[R1],5.23*2.62_5080W,제품,O-RING (제품)
00001-A010026,AS-108[R1],6.02*2.62_5080W,제품,O-RING (제품)
00001-A010027,AS-109[R1],7.59*2.62_5080W,제품,O-RING (제품)
00001-A010028,AS-110[R1],9.19*2.62_5080W,제품,O-RING (제품)
00001-A010029,AS-111[R1],10.77*2.62_5080W,제품,O-RING (제품)
00001-A010030,AS-112[R1],12.37*2.62_5080W,제품,O-RING (제품)
00001-A010031,AS-113[R1],13.94*2.62_5080W,제품,O-RING (제품)
00001-A010032,AS-114[R1],15.54*2.62_5080W,제품,O-RING (제품)
00001-A010033,"AS-115[R1,COA]",17.12*2.62_5080W,제품,O-RING (제품)
00001-A010034,AS-116[R1],18.72*2.62_5080W,제품,O-RING (제품)
00001-A010035,AS-117[R1],20.30*2.62_5080W,제품,O-RING (제품)
00001-A010036,AS-119[R1],23.47*2.62_5080W,제품,O-RING (제품)
00001-A010037,AS-120[R1],25.07*2.62_5080W,제품,O-RING (제품)
00001-A010038,AS-121[R1],26.64*2.62_5080W,제품,O-RING (제품)
00001-A010039,AS-122[R1],28.24*2.62_5080W,제품,O-RING (제품)
00001-A010040,AS-123[R1],29.82*2.62_5080W,제품,O-RING (제품)
00001-A010041,AS-124[R1],31.42*2.62_5080W,제품,O-RING (제품)
00001-A010042,AS-125[R1],32.99*2.62_5080W,제품,O-RING (제품)
00001-A010043,AS-126[R1],34.59*2.62_5080W,제품,O-RING (제품)
00001-A010044,AS-127[R1],36.17*2.62_5080W,제품,O-RING (제품)
00001-A010045,AS-128[R1],37.77*2.62_5080W,제품,O-RING (제품)
00001-A010046,AS-129[R1],39.34*2.62_5080W,제품,O-RING (제품)
00001-A010047,AS-130[R1],40.94*2.62_5080W,제품,O-RING (제품)
00001-A010048,AS-131[R1],42.52*2.62_5080W,제품,O-RING (제품)
00001-A010049,AS-135[R1],48.9*2.62_5080W,제품,O-RING (제품)
00001-A010050,AS-137[R1],52.07*2.62_5080W,제품,O-RING (제품)
00001-A010051,AS-138[R1.COA],53.64*2.62_5080W,제품,O-RING (제품)
00001-A010052,AS-139[R1],55.25*2.62_5080W,제품,O-RING (제품)
00001-A010053,AS-143[R1],61.6*2.62_5080W,제품,O-RING (제품)
00001-A010054,AS-144[R1],63.17*2.62_5080W,제품,O-RING (제품)
00001-A010055,AS-148[R1],69.52*2.62_5080W,제품,O-RING (제품)
00001-A010056,AS-151[R1],75.87*2.62_5080W,제품,O-RING (제품)
00001-A010057,AS-152[RX],82.22*2.62_5080W,제품,O-RING (제품)
00001-A010058,AS-153[R1],88.57*2.62_5080W,제품,O-RING (제품)
00001-A010059,AS-154[RX],94.92*2.62_5080W,제품,O-RING (제품)
00001-A010060,AS-155[RX],101.27*2.62_5080W,제품,O-RING (제품)
00001-A010061,AS-156[RX],107.62*2.62_5080W,제품,O-RING (제품)
00001-A010062,AS-157[RX],113.97*2.62_5080W,제품,O-RING (제품)
00001-A010063,AS-158[RX],120.32*2.62_5080W,제품,O-RING (제품)
00001-A010064,AS-161[RX],139.37*2.62_5080W,제품,O-RING (제품)
00001-A010065,AS-162[RX],145.72*2.62_5080W,제품,O-RING (제품)
00001-A010066,AS-167[RX],177.47*2.62_5080W,제품,O-RING (제품)
00001-A010067,AS-168[RX],183.82*2.62_5080W,제품,O-RING (제품)
00001-A010068,AS-170[RX],196.52*2.62_5080W,제품,O-RING (제품)
00001-A010069,AS-171[RX],202.87*2.62_5080W,제품,O-RING (제품)
00001-A010070,AS-172[RX],209.22*2.62_5080W,제품,O-RING (제품)
00001-A010071,AS-178[RX],247.32*2.62_5080W,제품,O-RING (제품)
00001-A010072,AS-202[R1.COA],5.94*3.53_5080W,제품,O-RING (제품)
00001-A010073,AS-203[R1],7.52*3.53_5080W,제품,O-RING (제품)
00001-A010074,AS-204[R1],9.12*3.53_5080W,제품,O-RING (제품)
00001-A010075,AS-205[R1],10.69*3.53_5080W,제품,O-RING (제품)
00001-A010076,AS-206[R1],12.29*3.53_5080W,제품,O-RING (제품)
00001-A010077,AS-207[R1],13.87*3.53_5080W,제품,O-RING (제품)
00001-A010078,"AS-208[R1,COA]",15.47*3.53_5080W,제품,O-RING (제품)
00001-A010079,AS-209[R1],17.04*3.53_5080W,제품,O-RING (제품)
00001-A010080,AS-210[R1],18.64*3.53_5080W,제품,O-RING (제품)
00001-A010081,AS-211[R1],20.22*3.53_5080W,제품,O-RING (제품)
00001-A010082,AS-212[R1],21.82*3.53_5080W,제품,O-RING (제품)
00001-A010083,AS-213[R1],23.39*3.53_5080W,제품,O-RING (제품)
00001-A010084,AS-214[R1],24.99*3.53_5080W,제품,O-RING (제품)
00001-A010085,AS-215[R1],26.57*3.53_5080W,제품,O-RING (제품)
00001-A010086,AS-216[R1],28.17*3.53_5080W,제품,O-RING (제품)
00001-A010087,AS-217[R1],29.74*3.53_5080W,제품,O-RING (제품)
00001-A010088,AS-218[R1],31.34*3.53_5080W,제품,O-RING (제품)
00001-A010089,AS-219[R1],32.92*3.53_5080W,제품,O-RING (제품)
00001-A010090,AS-220[R1],34.52*3.53_5080W,제품,O-RING (제품)
00001-A010091,AS-222[R1],37.69*3.53_5080W,제품,O-RING (제품)
00001-A010092,AS-223[R1],40.87*3.53_5080W,제품,O-RING (제품)
00001-A010093,AS-224[R1.COA],44.04*3.53_5080W,제품,O-RING (제품)
00001-A010094,AS-225[R1],47.22*3.53_5080W,제품,O-RING (제품)
00001-A010095,AS-226[R1],50.39*3.53_5080W,제품,O-RING (제품)
00001-A010096,AS-227[R1],53.57*3.53_5080W,제품,O-RING (제품)
00001-A010097,AS-228[R1],56.74*3.53_5080W,제품,O-RING (제품)
00001-A010098,AS-229[R1],59.92*3.53_5080W,제품,O-RING (제품)
00001-A010099,AS-230[R1],63.09*3.53_5080W,제품,O-RING (제품)
00001-A010100,AS-231[R1],66.27*3.53_5080W,제품,O-RING (제품)
00001-A010101,AS-232[R1],69.44*3.53_5080W,제품,O-RING (제품)
00001-A010102,AS-233[R1],72.62*3.53_5080W,제품,O-RING (제품)
00001-A010103,AS-234[R1],75.79*3.53_5080W,제품,O-RING (제품)
00001-A010104,AS-235[R1],78.97*3.53_5080W,제품,O-RING (제품)
00001-A010105,AS-236[R1],82.14*3.53_5080W,제품,O-RING (제품)
00001-A010106,AS-238[R1],88.49*3.53_5080W,제품,O-RING (제품)
00001-A010107,AS-239[R1],91.67*3.53_5080W,제품,O-RING (제품)
00001-A010108,AS-241[RX],98.02*3.53_5080W,제품,O-RING (제품)
00001-A010109,AS-242[RX],101.19*3.53_5080W,제품,O-RING (제품)
00001-A010110,AS-243[RX],104.37*3.53_5080W,제품,O-RING (제품)
00001-A010111,AS-244[RX],107.54*3.53_5080W,제품,O-RING (제품)
00001-A010112,AS-246[RX],113.89*3.53_5080W,제품,O-RING (제품)
00001-A010113,AS-247[RX],117.07*3.53_5080W,제품,O-RING (제품)
00001-A010114,AS-250[RX],126.59*3.53_5080W,제품,O-RING (제품)
00001-A010115,AS-251[RX],129.77*3.53_5080W,제품,O-RING (제품)
00001-A010116,AS-253[RX],136.12*3.53_5080W,제품,O-RING (제품)
00001-A010117,AS-254[RX],139.29*3.53_5080W,제품,O-RING (제품)
00001-A010118,AS-255[RX],142.47*3.53_5080W,제품,O-RING (제품)
00001-A010119,AS-256[RX],145.64*3.53_5080W,제품,O-RING (제품)
00001-A010120,AS-257[RX],148.82*3.53_5080W,제품,O-RING (제품)
00001-A010121,AS-258[RX],151.99*3.53_5080W,제품,O-RING (제품)
00001-A010122,AS-259[RX],158.34*3.53_5080W,제품,O-RING (제품)
00001-A010123,AS-260[RX],164.69*3.53_5080W,제품,O-RING (제품)
00001-A010124,AS-261[RX],171.04*3.53_5080W,제품,O-RING (제품)
00001-A010125,AS-262[RX],177.39*3.53_5080W,제품,O-RING (제품)
00001-A010126,AS-263[RX],183.74*3.53_5080W,제품,O-RING (제품)
00001-A010127,AS-264[RX],190.09*3.53_5080W,제품,O-RING (제품)
00001-A010128,AS-265[RX],196.44*3.53_5080W,제품,O-RING (제품)
00001-A010129,AS-266[RX],202.79*3.53_5080W,제품,O-RING (제품)
00001-A010130,AS-267[RX],209.14*3.53_5080W,제품,O-RING (제품)
00001-A010131,AS-268[RX],215.49*3.53_5080W,제품,O-RING (제품)
00001-A010132,AS-269[RX],221.84*3.53_5080W,제품,O-RING (제품)
00001-A010133,"AS-270[RX,COA]",228.19*3.53_5080W,제품,O-RING (제품)
00001-A010134,"AS-271[RX,COA]",234.54*3.53_5080W,제품,O-RING (제품)
00001-A010135,AS-272[RX],240.89*3.53_5080W,제품,O-RING (제품)
00001-A010136,"AS-273[RX,COA]",247.24*3.53_5080W,제품,O-RING (제품)
00001-A010137,"AS-274[RX,COA]",253.59*3.53_5080W,제품,O-RING (제품)
00001-A010138,"AS-275[RX,COA]",266.29*3.53_5080W,제품,O-RING (제품)
00001-A010139,AS-276[RX],278.99*3.53_5080W,제품,O-RING (제품)
00001-A010140,AS-277[RX],291.69*3.53_5080W,제품,O-RING (제품)
00001-A010141,AS-278[RX],304.39*3.53_5080W,제품,O-RING (제품)
00001-A010142,AS-279[RX],329.79*3.53_5080W,제품,O-RING (제품)
00001-A010143,AS-280[RX],355.19*3.53_5080W,제품,O-RING (제품)
00001-A010144,AS-281[RX],380.57*3.53_5080W,제품,O-RING (제품)
00001-A010145,AS-282[RX],405.26*3.53_5080W,제품,O-RING (제품)
00001-A010146,AS-283[RX],430.66*3.53_5080W,제품,O-RING (제품)
00001-A010147,AS-284[RX],456.06*3.53_5080W,제품,O-RING (제품)
00001-A010148,AS-312[R1],15.24*5.33_5080W,제품,O-RING (제품)
00001-A010149,AS-314[R1],18.42*5.33_5080W,제품,O-RING (제품)
00001-A010150,AS-316[R1],21.59*5.33_5080W,제품,O-RING (제품)
00001-A010151,AS-318[R1],24.77*5.33_5080W,제품,O-RING (제품)
00001-A010152,AS-319[R1],26.34*5.33_5080W,제품,O-RING (제품)
00001-A010153,AS-320[R1],27.94*5.33_5080W,제품,O-RING (제품)
00001-A010154,"AS-326[R1,COA]",40.64*5.33_5080W,제품,O-RING (제품)
00001-A010155,AS-327[R1],43.82*5.33_5080W,제품,O-RING (제품)
00001-A010156,AS-328[R1],46.99*5.33_5080W,제품,O-RING (제품)
00001-A010157,AS-330[R1],53.34*5.33_5080W,제품,O-RING (제품)
00001-A010158,AS-333[R1],62.87*5.33_5080W,제품,O-RING (제품)
00001-A010159,AS-334[R1],66.04*5.33_5080W,제품,O-RING (제품)
00001-A010160,AS-337[R1],75.57*5.33_5080W,제품,O-RING (제품)
00001-A010161,AS-340[RX],85.09*5.33_5080W,제품,O-RING (제품)
00001-A010162,AS-341[RX],88.27*5.33_5080W,제품,O-RING (제품)
00001-A010163,AS-342[RX],91.44*5.33_5080W,제품,O-RING (제품)
00001-A010164,AS-345[RX],100.97*5.33_5080W,제품,O-RING (제품)
00001-A010165,AS-346[RX],104.14*5.33_5080W,제품,O-RING (제품)
00001-A010166,AS-347[RX],107.32*5.33_5080W,제품,O-RING (제품)
00001-A010167,AS-348[RX],110.49*5.33_5080W,제품,O-RING (제품)
00001-A010168,AS-349[RX],113.67*5.33_5080W,제품,O-RING (제품)
00001-A010169,AS-351[RX],120.02*5.33_5080W,제품,O-RING (제품)
00001-A010170,AS-360[RX],148.59*5.33_5080W,제품,O-RING (제품)
00001-A010171,AS-362[RX],158.12*5.33_5080W,제품,O-RING (제품)
00001-A010172,AS-368[RX],196.22*5.33_5080W,제품,O-RING (제품)
00001-A010173,AS-369[RX],202.57*5.33_5080W,제품,O-RING (제품)
00001-A010174,AS-370[RX],208.92*5.33_5080W,제품,O-RING (제품)
00001-A010175,AS-371[RX],215.27*5.33_5080W,제품,O-RING (제품)
00001-A010176,AS-372[RX],221.62*5.33_5080W,제품,O-RING (제품)
00001-A010177,AS-375[RX],240.67*5.33_5080W,제품,O-RING (제품)
00001-A010178,AS-376[RX],247.02*5.33_5080W,제품,O-RING (제품)
00001-A010179,AS-377[RX],253.37*5.33_5080W,제품,O-RING (제품)
00001-A010180,AS-378[RX],266.07*5.33_5080W,제품,O-RING (제품)
00001-A010181,AS-379[RX],278.77*5.33_5080W,제품,O-RING (제품)
00001-A010182,AS-380[RX],291.47*5.33_5080W,제품,O-RING (제품)
00001-A010183,AS-381[RX],304.17*5.33_5080W,제품,O-RING (제품)
00001-A010184,AS-382[RX],329.57*5.33_5080W,제품,O-RING (제품)
00001-A010185,"AS-383[RX,COA]",354.97*5.33_5080W,제품,O-RING (제품)
00001-A010186,AS-384[RX],380.37*5.33_5080W,제품,O-RING (제품)
00001-A010187,AS-385[RX],405.26*5.33_5080W,제품,O-RING (제품)
00001-A010188,AS-386[RX],430.66*5.33_5080W,제품,O-RING (제품)
00001-A010189,AS-387[RX],456.06*5.33_5080W,제품,O-RING (제품)
00001-A010190,AS-389[RX],506.86*5.33_5080W,제품,O-RING (제품)
00001-A010191,AS-390[RX],532.26*5.33_5080W,제품,O-RING (제품)
00001-A010192,AS-391[RX],557.68*5.33_5080W,제품,O-RING (제품)
00001-A010193,AS-392[RX],582.68*5.33_5080W,제품,O-RING (제품)
00001-A010194,AS-395[RX],658.88*5.33_5080W,제품,O-RING (제품)
00001-A010195,AS-426[RX],116.84*6.99_5080W,제품,O-RING (제품)
00001-A010196,AS-443[RX],189.87*6.99_5080W,제품,O-RING (제품)
00001-A010197,AS-451[RX],278.77*6.99_5080W,제품,O-RING (제품)
00001-A010198,AS-454[RX],316.87*6.99_5080W,제품,O-RING (제품)
00001-A010199,AS-457[RX],354.97*6.99_5080W,제품,O-RING (제품)
00001-A010200,AS-470[RX],532.26*6.99_5080W,제품,O-RING (제품)
00001-A010201,AS-906[R1],11.89*1.98_5080W,제품,O-RING (제품)
00001-A010202,AS-004[RX],1.78*1.78_5080B,제품,O-RING (제품)
00001-A010203,AS-005[RX],2.57*1.78_5080B,제품,O-RING (제품)
00001-A010204,AS-006[R1],2.9*1.78_5080B,제품,O-RING (제품)
00001-A010205,AS-007[R1],3.68*1.78_5080B,제품,O-RING (제품)
00001-A010206,AS-010[R1],6.07*1.78_5080B,제품,O-RING (제품)
00001-A010207,AS-011[R1],7.65*1.78_5080B,제품,O-RING (제품)
00001-A010208,AS-012[R1],9.25*1.78_5080B,제품,O-RING (제품)
00001-A010209,AS-013[R1],10.82*1.78_5080B,제품,O-RING (제품)
00001-A010210,AS-014[R1],12.42*1.78_5080B,제품,O-RING (제품)
00001-A010211,AS-015[R1],14.00*1.78_5080B,제품,O-RING (제품)
00001-A010212,AS-016[R1],15.60*1.78_5080B,제품,O-RING (제품)
00001-A010213,AS-018[R1],18.77*1.78_5080B,제품,O-RING (제품)
00001-A010214,AS-023[R1],26.70*1.78_5080B,제품,O-RING (제품)
00001-A010215,AS-025[R1],29.97*1.78_5080B,제품,O-RING (제품)
00001-A010216,AS-027[R1],33.05*1.78_5080B,제품,O-RING (제품)
00001-A010217,AS-029[R1],37.82*1.78_5080B,제품,O-RING (제품)
00001-A010218,AS-030[R1],41.00*1.78_5080B,제품,O-RING (제품)
00001-A010219,AS-033[R1],50.52*1.78_5080B,제품,O-RING (제품)
00001-A010220,AS-039[RX],69.57*1.78_5080B,제품,O-RING (제품)
00001-A010221,AS-041[RX],75.92*1.78_5080B,제품,O-RING (제품)
00001-A010222,AS-108[R1],6.02*2.62_5080B,제품,O-RING (제품)
00001-A010223,AS-109[R1],7.59*2.62_5080B,제품,O-RING (제품)
00001-A010224,AS-110[R1],9.19*2.62_5080B,제품,O-RING (제품)
00001-A010225,AS-111[R1],10.77*2.62_5080B,제품,O-RING (제품)
00001-A010226,AS-112[R1],12.37*2.62_5080B,제품,O-RING (제품)
00001-A010227,AS-113[R1],13.94*2.62_5080B,제품,O-RING (제품)
00001-A010228,AS-115[R1],17.12*2.62_5080B,제품,O-RING (제품)
00001-A010229,AS-119[R1],23.47*2.62_5080B,제품,O-RING (제품)
00001-A010230,AS-120[R1],25.07*2.62_5080B,제품,O-RING (제품)
00001-A010231,AS-121[R1],26.64*2.62_5080B,제품,O-RING (제품)
00001-A010232,"AS-123[R1,COA]",29.82*2.62_5080B,제품,O-RING (제품)
00001-A010233,AS-125[R1],32.99*2.62_5080B,제품,O-RING (제품)
00001-A010234,AS-127[R1],36.17*2.62_5080B,제품,O-RING (제품)
00001-A010235,AS-129[R1],39.34*2.62_5080B,제품,O-RING (제품)
00001-A010236,AS-132[R1],44.12*2.62_5080B,제품,O-RING (제품)
00001-A010237,AS-144[R1],63.17*2.62_5080B,제품,O-RING (제품)
00001-A010238,AS-145[R1],64.77*2.62_5080B,제품,O-RING (제품)
00001-A010239,AS-151[R1],75.87*2.62_5080B,제품,O-RING (제품)
00001-A010240,AS-155[RX],101.27*2.62_5080B,제품,O-RING (제품)
00001-A010241,AS-164[RX],158.42*2.62_5080B,제품,O-RING (제품)
00001-A010242,AS-171[RX],202.87*2.62_5080B,제품,O-RING (제품)
00001-A010243,AS-201[R1],4.34*3.53_5080B,제품,O-RING (제품)
00001-A010244,AS-202[R1],5.94*3.53_5080B,제품,O-RING (제품)
00001-A010245,"AS-204[R1,COA]",9.12*3.53_5080B,제품,O-RING (제품)
00001-A010246,AS-206[R1],12.29*3.53_5080B,제품,O-RING (제품)
00001-A010247,AS-207[R1],13.87*3.53_5080B,제품,O-RING (제품)
00001-A010248,"AS-208[R1,COA]",15.47*3.53_5080B,제품,O-RING (제품)
00001-A010249,AS-209[R1],17.04*3.53_5080B,제품,O-RING (제품)
00001-A010250,AS-213[R1],23.39*3.53_5080B,제품,O-RING (제품)
00001-A010251,AS-214[R1],24.99*3.53_5080B,제품,O-RING (제품)
00001-A010252,AS-216[R1],28.17*3.53_5080B,제품,O-RING (제품)
00001-A010253,AS-220[R1],34.52*3.53_5080B,제품,O-RING (제품)
00001-A010254,AS-222[R1],37.69*3.53_5080B,제품,O-RING (제품)
00001-A010255,AS-223[R1],40.87*3.53_5080B,제품,O-RING (제품)
00001-A010256,AS-224[R1],44.04*3.53_5080B,제품,O-RING (제품)
00001-A010257,AS-225[R1],47.22*3.53_5080B,제품,O-RING (제품)
00001-A010258,AS-226[R1],50.39*3.53_5080B,제품,O-RING (제품)
00001-A010259,AS-227[R1],53.57*3.53_5080B,제품,O-RING (제품)
00001-A010260,AS-228[R1],56.74*3.53_5080B,제품,O-RING (제품)
00001-A010261,AS-229[R1],59.92*3.53_5080B,제품,O-RING (제품)
00001-A010262,AS-231[R1],66.27*3.53_5080B,제품,O-RING (제품)
00001-A010263,AS-233[R1],72.62*3.53_5080B,제품,O-RING (제품)
00001-A010264,AS-234[R1],75.79*3.53_5080B,제품,O-RING (제품)
00001-A010265,AS-246[RX],113.89*3.53_5080B,제품,O-RING (제품)
00001-A010266,"AS-247[RX,COA]",117.07*3.53_5080B,제품,O-RING (제품)
00001-A010267,AS-249[RX],123.42*3.53_5080B,제품,O-RING (제품)
00001-A010268,AS-256[RX],145.64*3.53_5080B,제품,O-RING (제품)
00001-A010269,"AS-259[RX,COA]",158.34*3.53_5080B,제품,O-RING (제품)
00001-A010270,AS-260[RX],164.69*3.53_5080B,제품,O-RING (제품)
00001-A010271,AS-269[RX],221.84*3.53_5080B,제품,O-RING (제품)
00001-A010272,AS-270[RX],228.19*3.53_5080B,제품,O-RING (제품)
00001-A010273,AS-273[RX],247.24*3.53_5080B,제품,O-RING (제품)
00001-A010274,AS-274[RX],253.59*3.53_5080B,제품,O-RING (제품)
00001-A010275,AS-275[RX],266.29*3.53_5080B,제품,O-RING (제품)
00001-A010276,AS-276[RX],278.99*3.53_5080B,제품,O-RING (제품)
00001-A010277,AS-277[RX],291.69*3.53_5080B,제품,O-RING (제품)
00001-A010278,AS-278[RX],304.39*3.53_5080B,제품,O-RING (제품)
00001-A010279,AS-279[RX],329.79*3.53_5080B,제품,O-RING (제품)
00001-A010280,AS-280[RX],355.19*3.53_5080B,제품,O-RING (제품)
00001-A010281,AS-282[RX],405.26*3.53_5080B,제품,O-RING (제품)
00001-A010282,AS-310[R1],12.07*5.33_5080B,제품,O-RING (제품)
00001-A010283,AS-312[R1],15.24*5.33_5080B,제품,O-RING (제품)
00001-A010284,AS-317[R1],23.16*5.33_5080B,제품,O-RING (제품)
00001-A010285,AS-320[R1],27.94*5.33_5080B,제품,O-RING (제품)
00001-A010286,AS-325[R1],37.47*5.33_5080B,제품,O-RING (제품)
00001-A010287,AS-326[R1],40.64*5.33_5080B,제품,O-RING (제품)
00001-A010288,AS-328[R1],46.99*5.33_5080B,제품,O-RING (제품)
00001-A010289,AS-329[R1],50.17*5.33_5080B,제품,O-RING (제품)
00001-A010290,AS-330[R1],53.34*5.33_5080B,제품,O-RING (제품)
00001-A010291,AS-331[R1],56.52*5.33_5080B,제품,O-RING (제품)
00001-A010292,AS-335[R1],69.22*5.33_5080B,제품,O-RING (제품)
00001-A010293,AS-336[R1],72.39*5.33_5080B,제품,O-RING (제품)
00001-A010294,AS-345[RX],100.97*5.33_5080B,제품,O-RING (제품)
00001-A010295,AS-346[RX],104.14*5.33_5080B,제품,O-RING (제품)
00001-A010296,AS-356[RX],135.89*5.33_5080B,제품,O-RING (제품)
00001-A010297,AS-360[RX],148.59*5.33_5080B,제품,O-RING (제품)
00001-A010298,AS-363[RX],164.46*5.33_5080B,제품,O-RING (제품)
00001-A010299,AS-368[RX],196.22*5.33_5080B,제품,O-RING (제품)
00001-A010300,AS-371[RX],215.27*5.33_5080B,제품,O-RING (제품)
00001-A010301,AS-372[RX],221.62*5.33_5080B,제품,O-RING (제품)
00001-A010302,AS-373[RX],227.97*5.33_5080B,제품,O-RING (제품)
00001-A010303,AS-375[RX],240.67*5.33_5080B,제품,O-RING (제품)
00001-A010304,AS-378[RX],266.07*5.33_5080B,제품,O-RING (제품)
00001-A010305,AS-383[RX],354.97*5.33_5080B,제품,O-RING (제품)
00001-A010306,AS-384[RX],380.37*5.33_5080B,제품,O-RING (제품)
00001-A010307,AS-388[RX],481.41*5.33_5080B,제품,O-RING (제품)
00001-A010308,AS-454[RX],316.87*6.99_5080B,제품,O-RING (제품)
00001-A010309,AS-008[RX],4.47*1.78_DN178,제품,O-RING (제품)
00001-A010310,AS-010[RX],6.07*1.78_DN178,제품,O-RING (제품)
00001-A010311,AS-014[RX],12.42*1.78_DN178,제품,O-RING (제품)
00001-A010312,AS-138[RX],53.64*2.62_DN178,제품,O-RING (제품)
00001-A010313,AS-213[RX],23.39*3.53_DN178,제품,O-RING (제품)
00001-A010314,AS-214[RX],24.99*3.53_DN178,제품,O-RING (제품)
00001-A010315,AS-274[RX],253.59*3.53_DN178,제품,O-RING (제품)
00001-A010316,AS-284[RX],456.06*3.53_DN178,제품,O-RING (제품)
00001-A010317,AS-329[RX],50.17*5.33_DN178,제품,O-RING (제품)
00001-A010318,AS-346[RX],104.14*5.33_DN178,제품,O-RING (제품)
00001-A010319,AS-349[RX],113.67*5.33_DN178,제품,O-RING (제품)
00001-A010320,AS-011[R1],7.65*1.78_5275W,제품,O-RING (제품)
00001-A010321,AS-016[R1],15.60*1.78_5275W,제품,O-RING (제품)
00001-A010322,AS-017[RX],17.17*1.78_5275W,제품,O-RING (제품)
00001-A010323,AS-025[R1],29.97*1.78_5275W,제품,O-RING (제품)
00001-A010324,AS-035 [R1],56.87*1.78_5275W,제품,O-RING (제품)
00001-A010325,AS-109[R1],7.59*2.62_5275W,제품,O-RING (제품)
00001-A010326,AS-111[R1],10.77*2.62_5275W,제품,O-RING (제품)
00001-A010327,AS-112[R1],12.37*2.62_5275W,제품,O-RING (제품)
00001-A010328,AS-113[R1],13.94*2.62_5275W,제품,O-RING (제품)
00001-A010329,AS-120[R1],25.07*2.62_5275W,제품,O-RING (제품)
00001-A010330,AS-121[R1],26.64*2.62_5275W,제품,O-RING (제품)
00001-A010331,AS-138[R1],53.64*2.62_5275W,제품,O-RING (제품)
00001-A010332,AS-152 [RX],82.22*2.62_5275W,제품,O-RING (제품)
00001-A010333,AS-177 [RX],240.97*2.62_5275W,제품,O-RING (제품)
00001-A010334,AS-201 [R1],4.34*3.53_5275W,제품,O-RING (제품)
00001-A010335,"AS-203[R1,COA]",7.52*3.53_5275W,제품,O-RING (제품)
00001-A010336,AS-205[R1],10.69*3.53_5275W,제품,O-RING (제품)
00001-A010337,AS-206[R1],12.29*3.53_5275W,제품,O-RING (제품)
00001-A010338,"AS-213[R1,COA]",23.39*3.53_5275W,제품,O-RING (제품)
00001-A010339,AS-214[R1],24.99*3.53_5275W,제품,O-RING (제품)
00001-A010340,AS-217[R1],29.74*3.53_5275W,제품,O-RING (제품)
00001-A010341,AS-218[R1],31.34*3.53_5275W,제품,O-RING (제품)
00001-A010342,AS-221[R1],36.09*3.53_5275W,제품,O-RING (제품)
00001-A010343,AS-230[R1],63.09*3.53_5275W,제품,O-RING (제품)
00001-A010344,AS-232[R1],69.44*3.53_5275W,제품,O-RING (제품)
00001-A010345,AS-234[R1],75.79*3.53_5275W,제품,O-RING (제품)
00001-A010346,AS-238[R1],88.49*3.53_5275W,제품,O-RING (제품)
00001-A010347,AS-240[R1],94.84*3.53_5275W,제품,O-RING (제품)
00001-A010348,AS-242 [RX],101.19*3.53_5275W,제품,O-RING (제품)
00001-A010349,AS-243 [RX],104.37*3.53_5275W,제품,O-RING (제품)
00001-A010350,AS-244 [RX],107.54*3.53_5275W,제품,O-RING (제품)
00001-A010351,AS-251 [RX],129.77*3.53_5275W,제품,O-RING (제품)
00001-A010352,AS-253 [RX],136.12*3.53_5275W,제품,O-RING (제품)
00001-A010353,AS-254 [RX],139.29*3.53_5275W,제품,O-RING (제품)
00001-A010354,AS-256 [RX],145.64*3.53_5275W,제품,O-RING (제품)
00001-A010355,AS-258 [RX],151.99*3.53_5275W,제품,O-RING (제품)
