product_code,product_name,product_specification,product_type,product_category
00001-B050398,노즐 1.8-2.3 [6065],1.8-2.3 [6065],반제품,압출물 (반제품)
00001-B050399,노즐 AKT3500 [INS-1271],AKT3500 [INS-1271],반제품,압출물 (반제품)
00001-B050400,노즐 G15 [INS-1271],G15 [INS-1271],반제품,압출물 (반제품)
00001-B050401,노즐 55832 [2372B],55832 [2372B],반제품,압출물 (반제품)
00001-B050402,"[미사용,중복]",AKT3500 [5080B],반제품,압출물 (반제품)
00001-B050403,노즐 1584.74 [5382W],1584.74 [5382W],반제품,압출물 (반제품)
00001-B050404,노즐 G02 [ASMM-65],G02 [ASMM-65],반제품,압출물 (반제품)
00001-B050405,노즐 G09 [I467],G09 [I467],반제품,압출물 (반제품)
00001-B050406,노즐 G54 [5382B],G54 [5382B],반제품,압출물 (반제품)
00001-B050407,"[중복, 미사용]",AKT3500 [IR-101],반제품,압출물 (반제품)
00001-B050408,노즐 AKT3500 [INS-2360],AKT3500 [INS-2360],반제품,압출물 (반제품)
00001-B050409,노즐 G01 [ASMM-65],G01 [ASMM-65],반제품,압출물 (반제품)
00001-B050410,노즐 ULVAC [5382B],ULVAC [5382B],반제품,압출물 (반제품)
00001-B050411,노즐 3.5-4.7 [INS-1361],3.5-4.7 [INS-1361],반제품,압출물 (반제품)
00001-B050412,노즐 G15 [DN178],G15 [DN178],반제품,압출물 (반제품)
00001-B050413,노즐 절단 [5080W],절단 [5080W],반제품,압출물 (반제품)
00001-B050414,노즐 6-8.5 [KI-100],6-8.5 [KI-100],반제품,압출물 (반제품)
00001-B050415,노즐 6-8.5 [5080W],6-8.5 [5080W],반제품,압출물 (반제품)
00001-B050416,노즐 6-8.5 [EL270],6-8.5 [EL270],반제품,압출물 (반제품)
00001-B050417,노즐 3.5-4.7 [SL-601],3.5-4.7 [SL-601],반제품,압출물 (반제품)
00001-B050418,노즐 G46 SIDE [EL270],G46 SIDE [EL270],반제품,압출물 (반제품)
00001-B050419,노즐 7-8.5 [5080W],7-8.5 [5080W],반제품,압출물 (반제품)
00001-B050420,노즐 7-8.5 [5080B],7-8.5 [5080B],반제품,압출물 (반제품)
00001-B050421,노즐 7-8.5 [EL270],7-8.5 [EL270],반제품,압출물 (반제품)
00001-B050422,노즐 4.7-5.5 [INS-1271],4.7-5.5 [INS-1271],반제품,압출물 (반제품)
00001-B050423,노즐 2.3-3.2 [UPC-10],2.3-3.2 [UPC-10],반제품,압출물 (반제품)
00001-B050424,노즐 7-8.5 [KI-700],7-8.5 [KI-700],반제품,압출물 (반제품)
00001-B050425,"[미사용, 중복]",G99 [5382B],반제품,압출물 (반제품)
00001-B050426,노즐 7-8.5 [KI-100],7-8.5 [KI-100],반제품,압출물 (반제품)
00001-B050427,노즐 2.3-3.2 [INS-2499],2.3-3.2 [INS-2499],반제품,압출물 (반제품)
00001-B050428,노즐 2.3-3.2 [INS-2460],2.3-3.2 [INS-2460],반제품,압출물 (반제품)
00001-B050429,절단 [SL-8000],절단 [SL-8000],반제품,압출물 (반제품)
00001-B050430,노즐 G94 [2372B],G94 [2372B],반제품,압출물 (반제품)
00001-B050431,노즐 1.8-2.3 [KI-120],1.8-2.3 [KI-120],반제품,압출물 (반제품)
00001-B050432,노즐 G15 [KI-100],G15 [KI-100],반제품,압출물 (반제품)
00001-B050433,노즐 G15 [5382B],G15 [5382B],반제품,압출물 (반제품)
00001-B050434,노즐 1.6-1.8 [DIR70],1.6-1.8 [DIR70],반제품,압출물 (반제품)
00001-B050435,노즐 55832 [I467],55832 [I467],반제품,압출물 (반제품)
00001-B050436,노즐 2.3-3.2 [ILT-50],2.3-3.2 [ILT-50],반제품,압출물 (반제품)
00001-B050437,노즐 G94 [I475],G94 [I475],반제품,압출물 (반제품)
00001-B050438,노즐 G15 [INS-1361],G15 [INS-1361],반제품,압출물 (반제품)
00001-B050439,노즐 G54 [5080B],G54 [5080B],반제품,압출물 (반제품)
00001-B050440,노즐 AKT3500 [2372B],AKT3500 [2372B],반제품,압출물 (반제품)
00001-B050441,노즐 G01 [5080B],G01 [5080B],반제품,압출물 (반제품)
00001-B050442,노즐 1.6-1.8 [INS-2461],1.6-1.8 [INS-2461],반제품,압출물 (반제품)
00001-B050443,노즐 1.8-2.3 [INS-2461],1.8-2.3 [INS-2461],반제품,압출물 (반제품)
00001-B050444,노즐 2.3-3.2 [INS-2461],2.3-3.2 [INS-2461],반제품,압출물 (반제품)
00001-B050445,노즐 3.5-4.7 [INS-2461],3.5-4.7 [INS-2461],반제품,압출물 (반제품)
00001-B050446,노즐 4.7-5.5 [INS-2461],4.7-5.5 [INS-2461],반제품,압출물 (반제품)
00001-B050447,"[미사용, 중복]",AKT3500 [5080W],반제품,압출물 (반제품)
00001-B050448,노즐 ULVAC [IR-101],ULVAC [IR-101],반제품,압출물 (반제품)
00001-B050449,노즐 2.3-3.2 [INS-2400],2.3-3.2 [INS-2400],반제품,압출물 (반제품)
00001-B050450,노즐 3.5-4.7 [INS-2400],3.5-4.7 [INS-2400],반제품,압출물 (반제품)
00001-B050451,노즐 G15 [INS-2360],G15 [INS-2360],반제품,압출물 (반제품)
00001-B050452,노즐 4.7-5.5 [INS-2400],4.7-5.5 [INS-2400],반제품,압출물 (반제품)
00001-B050453,노즐 55832 [5382B],55832 [5382B],반제품,압출물 (반제품)
00001-B050454,노즐 G46 SIDE [KI-100],G46 SIDE [KI-100],반제품,압출물 (반제품)
00001-B050455,노즐 55832 [KI-100(BSV전용)],55832 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050456,노즐 2.3-3.2 [KI-100(BSV전용)],2.3-3.2 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050457,노즐 G37 [KI-100(BSV전용)],G37 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050458,노즐 G94 [KI-100(BSV전용)],G94 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050459,노즐 1.8-2.3 [KI-100(BSV전용)],1.8-2.3 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050460,노즐 G15 [KI-100(BSV전용)],G15 [KI-100(BSV전용)],반제품,압출물 (반제품)
00001-B050461,시편 [5800],시편 [5800],반제품,압출물 (반제품)
00001-B050462,노즐 1.8-2.3 [5800],1.8-2.3 [5800],반제품,압출물 (반제품)
00001-B050463,노즐 1.8-2.3 [F-575W],1.8-2.3 [F-575W],반제품,압출물 (반제품)
00001-B050464,노즐 1.8-2.3 [F-575],1.8-2.3 [F-575],반제품,압출물 (반제품)
00001-B050465,노즐 G15 [DIR70],G15 [DIR70],반제품,압출물 (반제품)
00001-B050466,노즐 G94 [5382B],G94 [5382B],반제품,압출물 (반제품)
00001-B050467,노즐 6번(일자형) [5275W],6번(일자형) [5275W],반제품,압출물 (반제품)
00001-B050468,절단 [5080B],절단 (5080B),반제품,압출물 (반제품)
00001-B050469,노즐 4.7-5.5 [ASMM-65R],4.7-5.5 [ASMM-65R],반제품,압출물 (반제품)
00001-B050470,노즐 4.7-5.5 [5275W],4.7-5.5 [5275W],반제품,압출물 (반제품)
00001-B050471,노즐 55832 [INS-1271],55832 [INS-1271],반제품,압출물 (반제품)
00001-B050472,노즐 2.3-3.2 [FVMQ],2.3-3.2 [FVMQ],반제품,압출물 (반제품)
00001-B050473,노즐 1.8-2.3 [F-800],1.8-2.3 [F-800],반제품,압출물 (반제품)
00001-B050474,노즐 1.8-2.3 [UPC-10LS],1.8-2.3 [UPC-10LS],반제품,압출물 (반제품)
00001-B050475,노즐 G54 [KI-100B],G54 [KI-100B],반제품,압출물 (반제품)
00001-B050476,노즐 2.3-3.2 [INS-3300],2.3-3.2 [INS-3300],반제품,압출물 (반제품)
00001-B050477,노즐 2.3-3.2 [KI-150],2.3-3.2 [KI-150],반제품,압출물 (반제품)
00001-B050478,노즐 3.5-4.7 [INS-3300],3.5-4.7 [INS-3300],반제품,압출물 (반제품)
00001-B050479,노즐 HITACHI [KI-617],HITACHI [KI-617],반제품,압출물 (반제품)
00001-B050480,노즐 7-8.5 [INS-1271],7-8.5 [INS-1271],반제품,압출물 (반제품)
00001-B050481,절단 [F-575],절단 (F-575),반제품,압출물 (반제품)
00001-B050482,노즐 2.3-3.2 [IR-8000],2.3-3.2 [IR-8000],반제품,압출물 (반제품)
00001-B050483,노즐 3.5-4.7 [IR-8000],3.5-4.7 [IR-8000],반제품,압출물 (반제품)
00001-B050484,노즐 3.5-4.7 [IR-101R],3.5-4.7 [IR-101R],반제품,압출물 (반제품)
00001-B050485,노즐 2.3-3.2 [SL-8000 TM],2.3-3.2 [SL-8000 TM],반제품,압출물 (반제품)
00001-B050486,노즐 3.5-4.7 [SL-8000 TM],3.5*4.7 [SL-8000 TM],반제품,압출물 (반제품)
00001-B050487,노즐 2.3-3.2 [IR-101R],2.3-3.2 [IR-101R],반제품,압출물 (반제품)
00001-B050488,노즐 1.8-2.3 [ILT-50],1.8-2.3 [ILT-50],반제품,압출물 (반제품)
00001-B050489,절단 [F-972],절단 (F-972),반제품,압출물 (반제품)
00001-B050490,노즐 7-8.5 [6065],7-8.5 [6065],반제품,압출물 (반제품)
00001-B050491,노즐 2.3-3.2 [ASMM-65R],2.3-3.2 (ASMM-65R),반제품,압출물 (반제품)
00001-B050492,노즐 3.5-4.7 [ASMM-65R],3.5-4.7 (ASMM-65R),반제품,압출물 (반제품)
00001-B050493,노즐 3.5-4.7 [ILT-50],3.5-4.7 (ILT-50),반제품,압출물 (반제품)
00001-B050494,시편 [INS-1271],시편 (INS-1271),반제품,압출물 (반제품)
00001-B050495,노즐 2.3-3.2 [UPC-10LS],2.3-3.2 (UPC-10LS),반제품,압출물 (반제품)
00001-B050496,노즐 2.3-3.2 [INS-1271 TM],2.3-3.2 (INS-1271 TM),반제품,압출물 (반제품)
00001-B050497,노즐 3.5-4.7 [INS-1271 TM],3.5-4.7 (INS-1271 TM),반제품,압출물 (반제품)
00001-B050498,노즐 1.8-2.3 [ASMM-65R],1.8-2.3 (ASMM-65R),반제품,압출물 (반제품)
00001-B050499,노즐 3.5-4.7 [5800],3.5-4.7 (5800),반제품,압출물 (반제품)
00001-B050500,노즐 2.3-3.2 [F-900],2.3-3.2 (F-900),반제품,압출물 (반제품)
00001-B050501,노즐 1.8-2.3 [INS-1271 P],1.8-2.3 (INS-1271 P),반제품,압출물 (반제품)
00001-B050502,노즐 2.3-3.2 [INS-1271 P],2.3-3.2 (INS-1271 P),반제품,압출물 (반제품)
00001-B050503,노즐 3.5-4.7 [INS-1271 P],3.5-4.7 (INS-1271 P),반제품,압출물 (반제품)
00113-C030001,28 VER3_REPAIR PLATE_2372B,28 VER3,원재료,1차 PLATE (원자재)
00113-C030002,28 VER2_REPAIR PLATE_KI-100,28 VER2,원재료,1차 PLATE (원자재)
00156-D090001,"[미사용, 거래X] DOOLY O-RING ",0023-74410 [F-878W],부재료,기타 (제품)
00156-D090002,"[미사용, 거래X] 8세대 세메스 VCD SEAL 8-2, P2용",2690*2390*24 [E482],부재료,기타 (부자재)
00156-D090003,"[미사용, 거래X] ERL0001(0190-72748)",1267*212*6.8,부재료,기타 (제품)
00156-D090004,"[미사용, 거래X] ERL0005(0190-72538)",2112*155*7.23 [F-575],부재료,기타 (제품)
00156-D090005,"[미사용, 거래X] 버섯모양패드",버섯모양패드 [F-575],부재료,기타 (제품)
00156-D090006,"[미사용, 거래X] DOP)PC GATE V/V O-RING",1040*290*12 [F-575],부재료,기타 (제품)
00156-D090007,"[미사용, 거래X] N188",16*22*2.5 [NBR],부재료,기타 (제품)
00156-D090008,"[미사용, 거래X] U-PACKING",4.5*11*3.5 [F-575],부재료,기타 (제품)
00156-D090009,"[미사용, 거래X] 5.76*5.1",5.76*5.1 [F-575],부재료,기타 (제품)
00156-D090010,"[미사용, 거래X] DI-TANK ADAPTER(공자 바람개비)",13.8*22.65*5.2 [F-575],부재료,기타 (제품)
00156-D090011,"[미사용, 거래X] PISTON PACKING",15.5*4.03 [H-NBR],부재료,기타 (제품)
00156-D090012,"[미사용, 거래X] PISTON PACKING",31.6*4.03 [H-NBR],부재료,기타 (제품)
00156-D090013,"[미사용, 거래X] U-PACKING",25.5*31*3.2 [H-NBR],부재료,기타 (제품)
00156-D090014,"[미사용, 거래X] 각링",76.4*1.7 [H-NBR],부재료,기타 (제품)
00166-D090001,Mesh Filter #150 ,8.5*4.5,부재료,기타 (제품)
00249-F090001,"VALVE, ANGLE SEAT",510238,소모품,기타 (소모품)
00249-F090002,일반공임,AS-001,소모품,기타 (소모품)
00249-F090003,"CONTROLLER,DC DRIVE,12/24VDC[Elite20]",510954,소모품,기타 (소모품)
00249-F090004,드라이아이스 블라스터 A/S,공임 외,소모품,기타 (소모품)
00296-D090001,RPC ANGLE VALVE,RPC16 [신형],부재료,기타 (제품)
00296-D090002,KITZ Heating Valve Bellows,MLAKK234003,부재료,기타 (제품)
00296-D090003,Seal Plate,Seal Plate AHRGV 300(KITZ) 대형,부재료,기타 (제품)
00296-D090004,KITZ Heating Valve(대형)_TC,TC,부재료,기타 (제품)
00296-D090005,Kalrez AS-109,AS-109 [9500],부재료,기타 (제품)
00296-D090006,Kalrez AS-115,AS-115 [9500],부재료,기타 (제품)
00296-D090007,Kalrez AS-123,AS-123 [9500],부재료,기타 (제품)
00296-D090008,Kalrez AS-124,AS-124 [9500],부재료,기타 (제품)
00296-D090009,Kalrez AS-210,AS-210 [9500],부재료,기타 (제품)
00325-F020001,[단프라박스]VCD  에어씰,1150*400*80,소모품,포장 (소모품)
00325-F020002,[단프라박스]스트랩및bsv포장단프라박스,820*160*80,소모품,포장 (소모품)
00325-F020003,어플라이드 BSV,545*160*80,소모품,포장 (소모품)
00325-F020004,스펀지 SET,545*160*80,소모품,포장 (소모품)
00325-F020005,스트랩용 BSV 로고X,620*160*80,소모품,포장 (소모품)
00325-F020006,소형BSV 로고 X SPM용,435*120*50,소모품,포장 (소모품)
00325-F020007,스펀지 목형비,목형비,소모품,포장 (소모품)
00325-F020008,단프라(대) 이노레스 로고 有,700*450*500,소모품,포장 (소모품)
00325-F020009,단프라 대 로고 無,600*410*480,소모품,포장 (소모품)
00325-F020010,"A형 BOX (손잡이O, 인쇄X, 강도1200, MOQ300)",550*400*200,소모품,포장 (소모품)
00325-F020011,목형비,목형비,소모품,포장 (소모품)
00325-F020012,스펀지 SET,460*115*65T,소모품,포장 (소모품)
00325-F020013,PE,790*150*75T,소모품,포장 (소모품)
00390-H090001,E561 모터 외 2종 교체,시스템 에어컨,수선,기타 (수선)
00397-F090001,NXCS-A 3808,80L,소모품,기타 (소모품)
00427-D040001,EARTH PLATE [INCONEL 625],0.1T*129*27,부재료,가공품 (부자재)
00427-D040002,VESPEL 가공품,KAC0300209,부재료,가공품 (부자재)
00427-D040003,INCONEL 625,EARTH PLATE 절곡 [54*60.5],부재료,가공품 (부자재)
00427-D040004,EARTH PLATE,HC4865-078-01A,부재료,가공품 (부자재)
00427-D040005,EARTH PLATE,HC5263-078-06B,부재료,가공품 (부자재)
00427-D040006,EARTH PLATE,HC4486-078-01A,부재료,가공품 (부자재)
00427-D040007,EARTH PLATE,HC4486-078-02A,부재료,가공품 (부자재)
00427-D040008,EARTH PLATE,HC4865-078-02A,부재료,가공품 (부자재)
00427-D040009,EARTH PLATE,HC4865-078-03A,부재료,가공품 (부자재)
00427-D040010,EARTH PLATE,HC4938-078-02A,부재료,가공품 (부자재)
00427-D040011,EARTH PLATE,HC5253-078-01A,부재료,가공품 (부자재)
00427-D040012,EARTH PLATE,HC5253-078-02B,부재료,가공품 (부자재)
00427-D040013,EARTH PLATE,HC5253-078-06A,부재료,가공품 (부자재)
00427-D040014,VESPEL 가공품,KAQ0650228,부재료,가공품 (부자재)
00427-D040015,INCONEL 625,686*41.4*0.1T [IR18AUG-02-001],부재료,가공품 (부자재)
00427-D040016,HATELLOY C22,HC5263-578-01C,부재료,가공품 (부자재)
00427-D040017,EARTH PLATE,HC5263-078-02A,부재료,가공품 (부자재)
00427-D040018,EARTH PLATE [INCONEL625],568.3*25.3*0.1T,부재료,가공품 (부자재)
00427-D040019,EARTH PLATE [INCONEL 625],0.1T*568.96*25.4,부재료,가공품 (부자재)
00427-D040020,EARTH PLATE [HATELLOY C-276],0.1T*568.96*25.4,부재료,가공품 (부자재)
00427-D040021,LIFT PIN SET [플라비스+샤프트(SUS)],71*4Ø,부재료,가공품 (부자재)
00427-D040022,EARTH PLATE [INCONEL 625],HC2902-078-05A,부재료,가공품 (부자재)
00427-D040023,EARTH PLATE [INCONEL 625],HC2902-078-14A,부재료,가공품 (부자재)
00427-D040024,EARTH PLATE [INCONEL 625],HC2902-078-13A,부재료,가공품 (부자재)
00427-D040025,KITZ VALVE CYLINDER,CYLINDER BODY [AL6061],부재료,가공품 (부자재)
00427-D040026,EARTH PLATE [INCONEL 625],568.96*41.4*0.1T [0028-73833],부재료,가공품 (부자재)
00427-D040027,EARTH PLATE [INCONEL 625],501.88*120*60*0.1T,부재료,가공품 (부자재)
00427-D040028,EARTH PLATE [INCONEL 625],0.1T*685.8*41.4 [0028-74226],부재료,가공품 (부자재)
00427-D040029,렌즈커버,PEEK,부재료,가공품 (부자재)
00427-D040030,PTFE SHEET,5T*568*488,부재료,가공품 (부자재)
00427-D040031,PTFE PIPE,Ø42*Ø22*595,부재료,가공품 (부자재)
00427-D040032,TOP SI GND(PEEK) ,2L80-005415-11 ,부재료,가공품 (부자재)
00427-D040033,EARTH PLATE [INCONEL 625],0.1T*129*52.3,부재료,가공품 (부자재)
00427-D040034,V-TEX Cam Block [S11A0129用],"SUS 440, 열처리",부재료,가공품 (부자재)
00427-D040035,EARTH PLATE [INCONEL 625],0.1T*330*60,부재료,가공품 (부자재)
00427-D040036,GROUND STRAP [INCONEL 625],HC4294-078-21A,부재료,가공품 (부자재)
00427-D040037,AL BLOCK,XGT-300 H BLOCK [AL6061],부재료,가공품 (부자재)
00427-D040038,C9PHT-14070-00-01A,HINGE,부재료,가공품 (부자재)
00427-D040039,"1""WIDE GND STRAP CES 20KPX",0022-82739 REV01 [INCONEL 625 0.1T],부재료,가공품 (부자재)
00427-D040040,CONNETOR FILAMENT STRAP,E17116770,부재료,가공품 (부자재)
00427-D040041,EARTH PLATE,0.1T*170*27 INCONEL 625 (UPT modify),부재료,가공품 (부자재)
00427-D040042,EARTH PLATE,567*25*0.3T [AL3003],부재료,가공품 (부자재)
00427-D040043,VIEWPORT TYPE1 [DN40 UCV-Q],HOUSING[AL6061] Ø90*18T,부재료,가공품 (부자재)
00427-D040044,VIEWPORT TYPE2 [DN100 UCV-T],RETAINER2[SUS304] Ø126*2T,부재료,가공품 (부자재)
00427-D040045,VIEWPORT TYPE2 [DN100 UCV-T],RETAINER1[SUS304] Ø94.04*3T,부재료,가공품 (부자재)
00427-D040046,VIEWPORT TYPE2 [DN100 UCV-T],OUTTERING[AL6061] Ø124.4*3.9T,부재료,가공품 (부자재)
00427-D040047,VIEWPORT TYPE2 [DN100 UCV-T],CENTERING[AL6061] Ø106.23*8T,부재료,가공품 (부자재)
00427-D040048,VIEWPORT TYPE2 [DN100 UCV-T],HOUSING[AL6061] Ø167*22T,부재료,가공품 (부자재)
00427-D040049,VIEWPORT TYPE1 [DN160 UCV-T],RETAINER2[SUS304] Ø177*2T,부재료,가공품 (부자재)
00427-D040050,VIEWPORT TYPE1 [DN160 UCV-T],RETAINER1[SUS304] Ø144.74*3T,부재료,가공품 (부자재)
00427-D040051,VIEWPORT TYPE1 [DN160 UCV-T],OUTTERING[AL6061] Ø175.1*3.9T,부재료,가공품 (부자재)
00427-D040052,VIEWPORT TYPE1 [DN160 UCV-T],CENTERING[AL6061] Ø156.97*8T,부재료,가공품 (부자재)
00427-D040053,VIEWPORT TYPE1 [DN160-UCV-T],HOUSING[AL6061] Ø227*30T,부재료,가공품 (부자재)
00427-D040054,VIEWPORT TYPE1[DN63 UCV-Q],HOUSING(AL6061) Ø130*20T,부재료,가공품 (부자재)
00427-D040055,GROUND STRAP,0.1t*170*52.3,부재료,가공품 (부자재)
00427-D040056,"[미사용, 중복]","SUS 440, 열처리",부재료,가공품 (부자재)
00427-D040057,V-TEX Cam Block [P1182907用],"SUS 440, 열처리",부재료,가공품 (부자재)
00427-D040058,V-TEX Cam Block [VER.160810],"SUS 440, 열처리",부재료,가공품 (부자재)
00427-D040059,LIFT PIN SET [플라비스+샤프트(SUS)],71*4Ø,부재료,가공품 (부자재)
00427-D040060,GROUND STRAP,0.2*40*655 (AL3003),부재료,가공품 (부자재)
00427-D040061,EARTH PLATE,HC5049-078-09B,부재료,가공품 (부자재)
00427-D040062,EARTH PLATE,HC5049-078-10B,부재료,가공품 (부자재)
00427-D040063,VIEWPORT DN200 HOUSING,Ø286*34T (AL6061),부재료,가공품 (부자재)
00427-D040064,VIEWPORT DN200 RETAINER1,Ø237.4*2T (SUS304),부재료,가공품 (부자재)
00427-D040065,VIEWPORT DN200 RETAINER2,Ø208*3T (SUS304),부재료,가공품 (부자재)
00427-D040066,VIEWPORT DN200 OUTTERING,Ø235.4*3.9T (AL6061),부재료,가공품 (부자재)
00427-D040067,VIEWPORT DN200 CENTERING,Ø217.2*8T (AL6061),부재료,가공품 (부자재)
00427-D040068,VIEWPORT DN200 CENTERING2,Ø217.2*6T (AL6061),부재료,가공품 (부자재)
00427-D040069,SUS CENTER GUIDE SET,Ø20*595 (SUS304),부재료,가공품 (부자재)
00427-D040070,EARTH PLATE,299.5*34.5*0.2 (A3003-H18),부재료,가공품 (부자재)
00427-D040071,COATED STRAP,HC 4486-078-01A,부재료,가공품 (부자재)
00427-D040072,COATED STRAP,HC 4486-078-02A,부재료,가공품 (부자재)
00427-D040073,COATED STRAP,HC 4865-078-01A,부재료,가공품 (부자재)
00427-D040074,COATED STRAP,HC 4865-078-02A,부재료,가공품 (부자재)
00427-D040075,COATED STRAP,HC 4865-078-03A,부재료,가공품 (부자재)
00427-D040076,COATED STRAP,HC 4938-078-02A,부재료,가공품 (부자재)
00427-D040077,COATED STRAP,HC 5253-078-01A,부재료,가공품 (부자재)
00427-D040078,COATED STRAP,HC 5253-078-02B,부재료,가공품 (부자재)
00427-D040079,COATED STRAP,HC 5253-078-06A,부재료,가공품 (부자재)
00427-D040080,COATED STRAP,HC 5263-078-06B,부재료,가공품 (부자재)
00427-D040081,COATED STRAP,HC 5049-078-09B,부재료,가공품 (부자재)
00427-D040082,COATED STRAP,HC 5049-078-10B,부재료,가공품 (부자재)
00427-D040083,EARTH PLATE,615*40*0.2T (AL3003),부재료,가공품 (부자재)
00427-D040084,IKC) EARTH PLATE,0.3T*595*40 (AL3003),부재료,가공품 (부자재)
00427-D040085,IKC) EARTH PLATE,0.3T*150*58 (AL3003),부재료,가공품 (부자재)
00427-D040086,IKC) EARTH PLATE,0.3T*420*16 (AL3003),부재료,가공품 (부자재)
00427-D040087,IKC) EARTH PLATE,0.3T*130*30 (AL3003),부재료,가공품 (부자재)
00427-D040088,Ground Strap (Al Coating),170*52.3*0.1T,부재료,가공품 (부자재)
00427-D040089,Ground Strap (Al Coating),170*27*0.1T,부재료,가공품 (부자재)
00427-D040090,Ground Strap (Al Coating),129*52.3*0.1T,부재료,가공품 (부자재)
00427-D040091,Ground Strap (Al Coating),129*27*0.1T,부재료,가공품 (부자재)
00427-D090001,레이저마킹,레이저마킹[13416],부재료,기타 (부자재)
00427-D090002,G77 TEFLON,1.5T*215.6*34.1,부재료,기타 (부자재)
00427-D090003,레이저마킹,레이저마킹[01132/00776],부재료,기타 (부자재)
00427-D090004,레이저마킹,레이저마킹[1124],부재료,기타 (부자재)
00427-D090005,코팅,코팅비,부재료,기타 (부자재)
00427-D090006,LGD STRAP COATING,Hastelloy C-276 0.25T [530*38],부재료,기타 (부자재)
00427-D090007,BOLT COATING,M5*16 등,부재료,기타 (부자재)
00427-D090008,AMK STRAP COATING,0.25T*530*20 단축,부재료,기타 (부자재)
00427-D090009,AMK STRAP COATING,0.25T*530*38 장축,부재료,기타 (부자재)
00427-F090001,PTFE SHEET,5T*568*488,소모품,기타 (소모품)
00427-F090002,AS152 TEST JIG,24T*Ø130 (SUS304),소모품,기타 (소모품)
00427-F090003,BSV커팅,"3단, 90mm",소모품,기타 (소모품)
00427-F090004,경면 SUS판,2T*600*600,소모품,기타 (소모품)
00427-F090005,PTEF ROD,300*40,소모품,기타 (소모품)
00427-F090006,PTEF ROD,300*50,소모품,기타 (소모품)
00427-F090007,PEEK ROD,Ø10*100 PEEK,소모품,기타 (소모품)
00427-F090008,PTFE SHEET,5T*550*470,소모품,기타 (소모품)
00427-F090009,ROLLER,"T30외경 Ø66, 내경Ø45.5 MC NYLON",소모품,기타 (소모품)
00427-F090010,ROLLER,"T20외경 Ø66, 내경Ø45.5 MC NYLON",소모품,기타 (소모품)
00427-F090011,ROLLER,"T32외경 Ø60, 내경Ø35.4 MC NYLON",소모품,기타 (소모품)
00427-F090012,ROLLER,"T30외경 Ø60, 내경Ø35.4 MC NYLON",소모품,기타 (소모품)
00427-F090013,SUS 316 파이프,"외경 21.7, 내경 14.3 길이 1100",소모품,기타 (소모품)
00427-G010001,DI-WATER 수조,850*700*800 SUS316,자산,제조 (자산)
00427-G010002,화학연마 수조,850*700*800 SUS316,자산,제조 (자산)
00427-G010003,AIR BLOWE,SUS316,자산,제조 (자산)
00427-G010004,수조,"20.1*2000*800*H920 회색PP, AL프로파일",자산,제조 (자산)
00510-D090001,[미사용],M5*16,부재료,기타 (제품)
00535-D090001,인코넬718 렌지볼트(VENT HOLE),M4*10 (EP코팅),부재료,기타 (제품)
00535-D090002,SUS304 낮은머리렌지-가공,M8*24*10.3S 홀가공후 EP처리,부재료,기타 (제품)
00535-D090004,인코넬718 렌지볼트(VENT HOLE),M5*14 (EP코팅),부재료,기타 (제품)
00535-D090005,SUS 316 낮은더블통신용 (EP),M8*25 노드락 와셔 SEMS [P3173045],부재료,기타 (제품)
00535-D090006,인코넬718 렌지볼트(VENT HOLE),M4*14 (EP코팅),부재료,기타 (제품)
00535-D090007,인코넬718 렌지볼트(VENT HOLE),M4*8 (EP코팅),부재료,기타 (제품)
00535-D090008,헬리코일_1/4-20 UNC HELICOIL X 1.5,1/4-20 UNC HELICOIL X 1.5,부재료,기타 (제품)
00535-D090009,헬리코일_M5 Helicoil X 1.5,M5 Helicoil X 1.5,부재료,기타 (제품)
00535-D090010,헬리코일_M6 Helicoil X 1.5,M6 Helicoil X 1.5,부재료,기타 (제품)
00535-D090011,헬리코일_M4 Helicoil X 1.5,M4 Helicoil X 1.5,부재료,기타 (제품)
00535-D090012,헬리코일_M5 Helicoil X 1,M5 Helicoil X 1,부재료,기타 (제품)
00535-D090013,헬리코일_M6 Hellicoil X 1,M6 Hellicoil X 1,부재료,기타 (제품)
00535-D090014,헬리코일_5/16-18 Helicoil X 1.5,5/16-18 Helicoil X 1.5,부재료,기타 (제품)
00535-D090015,헬리코일_10-32 Hellicoil X 1,10-32 Hellicoil X 1,부재료,기타 (제품)
00535-D090016,헬리코일_10-32UNC HELICOIL X 1,10-32UNC HELICOIL X 1,부재료,기타 (제품)
00535-D090017,헬리코일_4-40UNC HELICOIL X 1,4-40UNC HELICOIL X 1,부재료,기타 (제품)
00535-D090018,헬리코일_M8 Helicoil X 1.5,M8 Helicoil X 1.5,부재료,기타 (제품)
00535-D090019,헬리코일_M8 Helicoil X 1.D,M8 Helicoil X 1.D,부재료,기타 (제품)
00535-D090020,헬리코일_M10 Helicoil X 1.D,M10 Helicoil X 1.D,부재료,기타 (제품)
00535-D090021,헬리코일_M12 Helicoil X 1.5 D,M12 Helicoil X 1.5 D,부재료,기타 (제품)
00535-D090022,헬리코일_5/16-18 Helicoil X 1D,5/16-18 Helicoil X 1D,부재료,기타 (제품)
