snapshot_date,product_id,inventory_qty,warehouse,,,
202311,03353-C020002,529369.500000,10,,,
202311,03353-C020003,299300.000000,10,,,
202311,03353-C020004,80000.000000,10,,,
202311,03353-C020005,519332.801000,10,,,
202311,03353-C020006,200000.000000,10,,,
202311,00700-C030001,101.000000,11,,,
202311,00700-C030003,51.000000,11,,,
202311,00700-C030004,17.000000,11,,,
202311,00700-C030005,36.000000,11,,,
202311,00700-C030006,30.000000,11,,,
202311,00700-C030007,116.000000,11,,,
202311,00700-C030008,8.000000,11,,,
202311,00700-C030009,34.000000,11,,,
202311,00700-C030010,29.000000,11,,,
202311,00700-C030011,11.000000,11,,,
202311,00700-C030012,30.000000,11,,,
202311,00700-C030013,18.000000,11,,,
202311,00700-C030014,7.000000,11,,,
202311,00700-C030015,43.000000,11,,,
202311,00700-C030016,34.000000,11,,,
202311,00700-C030017,6.000000,11,,,
202311,00700-C030018,9.000000,11,,,
202311,00700-C030019,8.000000,11,,,
202311,00700-C030020,23.000000,11,,,
202311,00700-C030021,10.000000,11,,,
202311,00700-C030023,23.000000,11,,,
202311,00700-C030024,13.000000,11,,,
202311,00700-C030025,5.000000,11,,,
202311,00700-C030026,3.000000,11,,,
202311,00700-C030027,12.000000,11,,,
202311,00700-C030029,35.000000,11,,,
202311,00700-C030030,6.000000,11,,,
202311,00700-C030031,19.000000,11,,,
202311,00700-C030032,12.000000,11,,,
202311,00700-C030033,18.000000,11,,,
202311,00700-C030034,22.000000,11,,,
202311,00700-C030035,4.000000,11,,,
202311,00700-C030036,16.000000,11,,,
202311,00700-C030037,26.000000,11,,,
202311,00700-C030038,8.000000,11,,,
202311,00700-C030039,8.000000,11,,,
202311,00700-C030040,36.000000,11,,,
202311,00700-C030041,28.000000,11,,,
202311,00700-C030043,54.000000,11,,,
202311,00700-C030044,52.000000,11,,,
202311,00700-C030045,25.000000,11,,,
202311,00700-C030047,3.000000,11,,,
202311,00700-C030048,15.000000,11,,,
202311,00700-C030049,7.000000,11,,,
202311,00700-C030050,13.000000,11,,,
202311,00700-C030051,16.000000,11,,,
202311,00700-C030053,16.000000,11,,,
202311,00700-C030054,4.000000,11,,,
202311,00700-C030055,20.000000,11,,,
202311,00700-C030056,44.000000,11,,,
202311,00700-C030057,2.000000,11,,,
202311,00700-C030059,1.000000,11,,,
202311,00700-C030060,17.000000,11,,,
202311,00700-C030061,15.000000,11,,,
202311,00700-C030062,11.000000,11,,,
202311,00700-C030063,35.000000,11,,,
202311,00700-C030064,2.000000,11,,,
202311,00700-C030065,3.000000,11,,,
202311,00700-C030066,26.000000,11,,,
202311,00700-C030067,10.000000,11,,,
202311,00700-C030068,9.000000,11,,,
202311,00700-C030069,23.000000,11,,,
202311,00700-C030070,9.000000,11,,,
202311,00700-C030071,5.000000,11,,,
202311,00700-C030073,13.000000,11,,,
202311,00700-C030074,3.000000,11,,,
202311,00700-C030076,23.000000,11,,,
202311,00700-C030077,18.000000,11,,,
202311,00700-C030078,10.000000,11,,,
202311,00700-C030079,42.000000,11,,,
202311,00700-C030080,36.000000,11,,,
202311,00700-C030081,8.000000,11,,,
202311,00700-C030082,6.000000,11,,,
202311,00700-C030084,13.000000,11,,,
202311,00700-C030085,6.000000,11,,,
202311,00700-C030086,13.000000,11,,,
202311,00700-C030087,4.000000,11,,,
202311,00700-C030088,8.000000,11,,,
202311,01789-C030001,318.000000,11,,,
202311,01789-C030005,90.000000,11,,,
202311,01789-C030007,94.000000,11,,,
202311,01789-C030008,34.000000,11,,,
202311,01789-C030009,4.000000,11,,,
202311,01789-C030012,123.000000,11,,,
202311,01789-C030013,51.000000,11,,,
202311,01789-C030014,39.000000,11,,,
202311,01789-C030015,15.000000,11,,,
202311,01789-C030016,34.000000,11,,,
202311,01789-C030017,56.000000,11,,,
202311,01789-C030019,8.000000,11,,,
202311,01789-C030020,68.000000,11,,,
202311,01789-C030022,9.000000,11,,,
202311,01789-C030023,4.000000,11,,,
202311,01789-C030024,2.000000,11,,,
202311,01789-C030025,14.000000,11,,,
202311,01789-C030026,43.000000,11,,,
202311,01789-C030027,34.000000,11,,,
202311,01789-C030028,4.000000,11,,,
202311,01789-C030029,10.000000,11,,,
202311,01789-C030030,141.000000,11,,,
202311,01789-C030031,141.000000,11,,,
202311,01789-C030032,32.000000,11,,,
202311,01789-C030033,133.000000,11,,,
202311,01789-C030034,33.000000,11,,,
202311,01789-C030036,8.000000,11,,,
202311,01789-C030037,27.000000,11,,,
202311,01789-C030040,107.000000,11,,,
202311,01789-C030041,22.000000,11,,,
202311,01789-C030042,8.000000,11,,,
202311,01789-C030043,1.000000,11,,,
202311,01789-C030044,7.000000,11,,,
202311,01789-C030045,35.000000,11,,,
202311,01789-C030046,18.000000,11,,,
202311,01789-C030047,35.000000,11,,,
202311,01789-C030048,20.000000,11,,,
202311,01789-C030049,7.000000,11,,,
202311,01789-C030050,11.000000,11,,,
202311,01789-C030051,5.000000,11,,,
202311,01789-C030052,3.000000,11,,,
202311,01789-C030053,10.000000,11,,,
202311,01789-C030054,10.000000,11,,,
202311,01789-C030055,9.000000,11,,,
202311,01789-C030056,5.000000,11,,,
202311,01789-C030057,6.000000,11,,,
202311,01789-C030059,1.000000,11,,,
202311,01789-C030060,2.000000,11,,,
202311,01789-C030061,1.000000,11,,,
202311,01789-C030062,3.000000,11,,,
202311,01789-C030063,21.000000,11,,,
202311,01789-C030064,9.000000,11,,,
202311,01789-C030066,20.000000,11,,,
202311,01789-C030067,2.000000,11,,,
202311,01789-C030068,3.000000,11,,,
202311,01789-C030069,3.000000,11,,,
202311,01789-C030071,6.000000,11,,,
202311,01789-C030072,3.000000,11,,,
202311,01789-C030073,4.000000,11,,,
202311,01789-C030075,6.000000,11,,,
202311,01789-C030076,53.000000,11,,,
202311,01789-C030077,58.000000,11,,,
202311,01789-C030078,50.000000,11,,,
202311,01789-C030079,174.000000,11,,,
202311,01789-C030080,50.000000,11,,,
202311,01789-C030081,8.000000,11,,,
202311,01789-C030082,8.000000,11,,,
202311,00427-D090002,17.000000,20,,,
202311,00535-D090008,2038.000000,20,,,
202311,00535-D090009,800.000000,20,,,
202311,00535-D090010,550.000000,20,,,
202311,00535-D090011,1200.000000,20,,,
202311,00535-D090012,150.000000,20,,,
202311,00535-D090013,350.000000,20,,,
202311,00535-D090014,150.000000,20,,,
202311,00535-D090015,80.000000,20,,,
202311,00535-D090017,40.000000,20,,,
202311,00535-D090018,20.000000,20,,,
202311,00535-D090019,300.000000,20,,,
202311,00535-D090020,25.000000,20,,,
202311,00535-D090021,21.000000,20,,,
202311,00535-D090022,40.000000,20,,,
202311,00623-F020005,30.000000,20,,,
202311,00623-F020006,30.000000,20,,,
202311,00700-D040001,7.000000,20,,,
202311,00700-D040002,12.000000,20,,,
202311,00700-D040003,12.000000,20,,,
202311,00700-D040004,10.000000,20,,,
202311,01016-D010058,20.000000,20,,,
202311,01016-D010059,20.000000,20,,,
202311,01016-D010579,80.000000,20,,,
202311,01016-D010580,20.000000,20,,,
202311,01016-D013214,20.000000,20,,,
202311,01016-D013334,20.000000,20,,,
202311,01016-D090051,65.000000,20,,,
202311,01537-F020012,150.000000,20,,,
202311,01537-F020013,100.000000,20,,,
202311,01537-F020014,100.000000,20,,,
202311,01537-F020015,100.000000,20,,,
202311,01537-F020016,100.000000,20,,,
202311,01537-F020036,800.000000,20,,,
202311,01537-F020037,600.000000,20,,,
202311,01537-F020038,800.000000,20,,,
202311,01537-F020040,500.000000,20,,,
202311,01537-F020043,500.000000,20,,,
202311,01537-F020071,1000.000000,20,,,
202311,01537-F020072,1500.000000,20,,,
202311,01789-D040020,8.000000,20,,,
202311,02423-F020006,500.000000,20,,,
202311,90001-D090003,300.000000,20,,,
202311,90001-D090006,40.000000,20,,,
202311,90001-D090007,3.000000,20,,,
202311,90001-D090009,300.000000,20,,,
202311,90001-D090010,15.000000,20,,,
202311,00001-B010003,932.000000,30,,,
202311,00001-B010006,555.000000,30,,,
202311,00001-B010037,396.000000,30,,,
202311,00001-B010038,306.000000,30,,,
202311,00001-B010039,197.000000,30,,,
202311,00001-B010042,213.000000,30,,,
202311,00001-B010051,41.000000,30,,,
202311,00001-B010072,269.000000,30,,,
202311,00001-B010073,156.000000,30,,,
202311,00001-B010078,150.000000,30,,,
202311,00001-B010114,3.000000,30,,,
202311,00001-B010126,3.000000,30,,,
202311,00001-B010137,222.000000,30,,,
202311,00001-B010138,250.000000,30,,,
202311,00001-B010139,10.000000,30,,,
202311,00001-B010141,10.000000,30,,,
202311,00001-B010147,70.000000,30,,,
202311,00001-B010171,100.000000,30,,,
202311,00001-B010192,14.000000,30,,,
202311,00001-B010269,90.000000,30,,,
202311,00001-B010270,10.000000,30,,,
202311,00001-B010273,3.000000,30,,,
202311,00001-B010465,120.000000,30,,,
202311,00001-B010493,43.000000,30,,,
202311,00001-B010665,6.000000,30,,,
202311,00001-B010674,30.000000,30,,,
202311,00001-B010699,15.000000,30,,,
202311,00001-B010763,5.000000,30,,,
202311,00001-B010817,30.000000,30,,,
202311,00001-B010831,33.000000,30,,,
202311,00001-B010873,50.000000,30,,,
202311,00001-B010906,117.000000,30,,,
202311,00001-B010911,48.000000,30,,,
202311,00001-B010925,100.000000,30,,,
202311,00001-B011039,5.000000,30,,,
202311,00001-B011313,1.000000,30,,,
202311,00001-B011323,1.000000,30,,,
202311,00001-B011337,2.000000,30,,,
202311,00001-B011338,66.000000,30,,,
202311,00001-B011380,12.000000,30,,,
202311,00001-B011386,5.000000,30,,,
202311,00001-B011409,6.000000,30,,,
202311,00001-B011413,33.000000,30,,,
202311,00001-B011428,160.000000,30,,,
202311,00001-B011472,12.000000,30,,,
202311,00001-B011474,2.000000,30,,,
202311,00001-B011480,2.000000,30,,,
202311,00001-B011481,2.000000,30,,,
202311,00001-B011482,-12.000000,30,,,
202311,00001-B011483,4.000000,30,,,
202311,00001-B011484,4.000000,30,,,
202311,00001-B011485,13.000000,30,,,
202311,00001-B011486,6.000000,30,,,
202311,00001-B011489,8.000000,30,,,
202311,00001-B011524,50.000000,30,,,
202311,00001-B011669,70.000000,30,,,
202311,00001-B011676,30.000000,30,,,
202311,00001-B011719,20.000000,30,,,
202311,00001-B011721,3.000000,30,,,
202311,00001-B011728,20.000000,30,,,
202311,00001-B011763,5.000000,30,,,
202311,00001-B011863,1.000000,30,,,
202311,00001-B011880,260.000000,30,,,
202311,00001-B011917,12.000000,30,,,
202311,00001-B012076,141.000000,30,,,
202311,00001-B012283,100.000000,30,,,
202311,00001-B012285,105.000000,30,,,
202311,00001-B012365,1.000000,30,,,
202311,00001-B012584,24.000000,30,,,
202311,00001-B012618,7.000000,30,,,
202311,00001-B012657,50.000000,30,,,
202311,00001-B012693,16.000000,30,,,
202311,00001-B012738,8.000000,30,,,
202311,00001-B012739,8.000000,30,,,
202311,00001-B012768,12.000000,30,,,
202311,00001-B012849,10.000000,30,,,
202311,00001-B012894,30.000000,30,,,
202311,00001-B012914,4.000000,30,,,
202311,00001-B013016,24.000000,30,,,
202311,00001-B013035,45.000000,30,,,
202311,00001-B013037,25.000000,30,,,
202311,00001-B013049,60.000000,30,,,
202311,00001-B013055,50.000000,30,,,
202311,00001-B013117,51.000000,30,,,
202311,00001-B013194,8.000000,30,,,
202311,00001-B013195,1.000000,30,,,
202311,00001-B013202,2.000000,30,,,
202311,00001-B013203,2.000000,30,,,
202311,00001-B013231,8.000000,30,,,
202311,00001-B013275,8.000000,30,,,
202311,00001-B013276,8.000000,30,,,
202311,00001-B013309,446.000000,30,,,
202311,00001-B013311,88.000000,30,,,
202311,00001-B013312,479.000000,30,,,
202311,00001-B013324,4.000000,30,,,
202311,00001-B013327,8.000000,30,,,
202311,00001-B013329,8.000000,30,,,
202311,00001-B013330,4.000000,30,,,
202311,00001-B013335,8.000000,30,,,
202311,00001-B013337,20.000000,30,,,
202311,00001-B013340,4.000000,30,,,
202311,00001-B013341,4.000000,30,,,
202311,00001-B013504,100.000000,30,,,
202311,00001-B013505,20.000000,30,,,
202311,00001-B013507,100.000000,30,,,
202311,00001-B020002,72.000000,30,,,
202311,00001-B020006,34.000000,30,,,
202311,00001-B020016,45.000000,30,,,
202311,00001-B020064,36.000000,30,,,
202311,00001-B020068,5.000000,30,,,
202311,00001-B020079,50.000000,30,,,
202311,00001-B020087,2.000000,30,,,
202311,00001-B020093,12.000000,30,,,
202311,00001-B030009,15751.764000,31,,,
202311,00001-B030051,3121.369000,31,,,
202311,00001-B050008,1003.000000,31,,,
202311,00001-B050009,720.000000,31,,,
202311,00001-B050010,80.000000,31,,,
202311,00001-B050011,720.500000,31,,,
202311,00001-B050012,440.000000,31,,,
202311,00001-B050013,17300.000000,31,,,
202311,00001-B050014,1840.000000,31,,,
202311,00001-B050015,910.000000,31,,,
202311,00001-B050016,150.000000,31,,,
202311,00001-B050019,1236.500000,31,,,
202311,00001-B050020,120.000000,31,,,
202311,00001-B050023,400.000000,31,,,
202311,00001-B050024,120.000000,31,,,
202311,00001-B050026,130.000000,31,,,
202311,00001-B050028,210.000000,31,,,
202311,00001-B050029,340.000000,31,,,
202311,00001-B050030,80.500000,31,,,
202311,00001-B050031,20.000000,31,,,
202311,00001-B050043,571.000000,31,,,
202311,00001-B050044,100.000000,31,,,
202311,00001-B050045,390.000000,31,,,
202311,00001-B050046,330.000000,31,,,
202311,00001-B050049,60.000000,31,,,
202311,00001-B050050,80.000000,31,,,
202311,00001-B050051,140.000000,31,,,
202311,00001-B050052,260.000000,31,,,
202311,00001-B050055,460.000000,31,,,
202311,00001-B050056,1120.000000,31,,,
202311,00001-B050057,1388.000000,31,,,
202311,00001-B050063,6.000000,31,,,
202311,00001-B050064,116.000000,31,,,
202311,00001-B050065,86.000000,31,,,
202311,00001-B050066,35.180000,31,,,
202311,00001-B050077,235.000000,31,,,
202311,00001-B050078,2240.000000,31,,,
202311,00001-B050079,1440.000000,31,,,
202311,00001-B050082,220.000000,31,,,
202311,00001-B050084,300.000000,31,,,
202311,00001-B050091,873.300000,31,,,
202311,00001-B050092,413.000000,31,,,
202311,00001-B050093,186.000000,31,,,
202311,00001-B050094,560.000000,31,,,
202311,00001-B050095,1108.890000,31,,,
202311,00001-B050098,140.000000,31,,,
202311,00001-B050100,600.000000,31,,,
202311,00001-B050101,240.000000,31,,,
202311,00001-B050104,420.000000,31,,,
202311,00001-B050112,420.000000,31,,,
202311,00001-B050115,380.000000,31,,,
202311,00001-B050116,300.000000,31,,,
202311,00001-B050119,600.000000,31,,,
202311,00001-B050122,950.000000,31,,,
202311,00001-B050126,800.000000,31,,,
202311,00001-B050127,460.000000,31,,,
202311,00001-B050130,280.000000,31,,,
202311,00001-B050131,1041.500000,31,,,
202311,00001-B050132,170.000000,31,,,
202311,00001-B050133,660.000000,31,,,
202311,00001-B050134,230.000000,31,,,
202311,00001-B050135,340.000000,31,,,
202311,00001-B050137,720.000000,31,,,
202311,00001-B050140,360.000000,31,,,
202311,00001-B050141,502.000000,31,,,
202311,00001-B050147,340.000000,31,,,
202311,00001-B050149,160.000000,31,,,
202311,00001-B050158,330.000000,31,,,
202311,00001-B050159,510.000000,31,,,
202311,00001-B050160,120.000000,31,,,
202311,00001-B050163,297.500000,31,,,
202311,00001-B050164,10.500000,31,,,
202311,00001-B050167,240.000000,31,,,
202311,00001-B050170,260.000000,31,,,
202311,00001-B050171,750.000000,31,,,
202311,00001-B050179,60.000000,31,,,
202311,00001-B050180,200.000000,31,,,
202311,00001-B050181,340.000000,31,,,
202311,00001-B050187,620.000000,31,,,
202311,00001-B050194,1070.000000,31,,,
202311,00001-B050201,994.400000,31,,,
202311,00001-B050211,1173.400000,31,,,
202311,00001-B050212,44.200000,31,,,
202311,00001-B050214,200.000000,31,,,
202311,00001-B050215,946.200000,31,,,
202311,00001-B050222,480.000000,31,,,
202311,00001-B050223,4700.000000,31,,,
202311,00001-B050227,6541.000000,31,,,
202311,00001-B050232,2642.800000,31,,,
202311,00001-B050233,25.600000,31,,,
202311,00001-B050234,114.000000,31,,,
202311,00001-B050235,940.000000,31,,,
202311,00001-B050236,1020.800000,31,,,
202311,00001-B050240,4505.000000,31,,,
202311,00001-B050241,999.000000,31,,,
202311,00001-B050242,918.500000,31,,,
202311,00001-B050245,340.000000,31,,,
202311,00001-B050252,540.000000,31,,,
202311,00001-B050253,560.000000,31,,,
202311,00001-B050254,240.000000,31,,,
202311,00001-B050257,1020.000000,31,,,
202311,00001-B050272,212.500000,31,,,
202311,00001-B050276,820.000000,31,,,
202311,00001-B050284,440.000000,31,,,
202311,00001-B050285,570.000000,31,,,
202311,00001-B050289,120.000000,31,,,
202311,00001-B050294,95.000000,31,,,
202311,00001-B050304,270.000000,31,,,
202311,00001-B050311,190.000000,31,,,
202311,00001-B050315,190.000000,31,,,
202311,00001-B050316,340.000000,31,,,
202311,00001-B050318,30.000000,31,,,
202311,00001-B050327,100.000000,31,,,
202311,00001-B050328,940.000000,31,,,
202311,00001-B050346,180.000000,31,,,
202311,00001-B050349,40.000000,31,,,
202311,00001-B050374,140.000000,31,,,
202311,00001-B050375,220.000000,31,,,
202311,00001-B050376,570.000000,31,,,
202311,00001-B050378,150.000000,31,,,
202311,00001-B050380,100.000000,31,,,
202311,00001-B050381,100.000000,31,,,
202311,00001-B050382,1090.000000,31,,,
202311,00001-B050384,279.400000,31,,,
202311,00001-B050385,280.000000,31,,,
202311,00001-B050386,560.000000,31,,,
202311,00001-B050388,180.000000,31,,,
202311,00001-B050389,290.000000,31,,,
202311,00001-B030001,170.000000,32,,,
202311,00001-B030002,2278.790000,32,,,
202311,00001-B030003,904.000000,32,,,
202311,00001-B030004,38544.000000,32,,,
202311,00001-B030005,6360.000000,32,,,
202311,00001-B030006,5800.000000,32,,,
202311,00001-B030007,6229.010000,32,,,
202311,00001-B030008,1699.422000,32,,,
202311,00001-B030009,143753.490000,32,,,
202311,00001-B030011,6430.300000,32,,,
202311,00001-B030012,4668.380000,32,,,
202311,00001-B030013,610.000000,32,,,
202311,00001-B030014,700.600000,32,,,
202311,00001-B030015,1260.000000,32,,,
202311,00001-B030016,400.000000,32,,,
202311,00001-B030017,4856.528000,32,,,
202311,00001-B030018,1200.000000,32,,,
202311,00001-B030019,1471.000000,32,,,
202311,00001-B030020,5180.000000,32,,,
202311,00001-B030021,10.690000,32,,,
202311,00001-B030022,3275.000000,32,,,
202311,00001-B030024,4049.000000,32,,,
202311,00001-B030025,1280.000000,32,,,
202311,00001-B030026,6714.690000,32,,,
202311,00001-B030028,550.000000,32,,,
202311,00001-B030029,860.000000,32,,,
202311,00001-B030030,940.000000,32,,,
202311,00001-B030032,1636.000000,32,,,
202311,00001-B030033,280.000000,32,,,
202311,00001-B030034,12970.000000,32,,,
202311,00001-B030035,4690.080000,32,,,
202311,00001-B030038,2762.500000,32,,,
202311,00001-B030040,320.000000,32,,,
202311,00001-B030041,72.300000,32,,,
202311,00001-B030042,4033.000000,32,,,
202311,00001-B030043,960.000000,32,,,
202311,00001-B030044,10.000000,32,,,
202311,00001-B030046,1220.000000,32,,,
202311,00001-B030047,3700.000000,32,,,
202311,00001-B030048,1110.000000,32,,,
202311,00001-B030049,2320.000000,32,,,
202311,00001-B030050,523.000000,32,,,
202311,00001-B030051,13527.100000,32,,,
202311,00001-B030052,3.208000,32,,,
202311,00001-B030053,6730.000000,32,,,
202311,00001-B030054,1880.000000,32,,,
202311,00001-B030055,1300.000000,32,,,
202311,00001-B030058,10111.600000,32,,,
202311,00001-B030060,4138.000000,32,,,
202311,00001-B030061,2494.400000,32,,,
202311,00001-B030062,7930.000000,32,,,
202311,00001-B030063,4450.000000,32,,,
202311,00001-B030065,17290.000000,32,,,
202311,00001-B030066,8191.900000,32,,,
202311,00001-B030067,13903.000000,32,,,
202311,00001-B030068,4561.600000,32,,,
202311,00001-B030069,330.000000,32,,,
202311,00001-B030070,3100.000000,32,,,
202311,00001-B030071,558.000000,32,,,
202311,00001-B030073,3815.400000,32,,,
202311,00001-B030074,1695.000000,32,,,
202311,00001-B030077,800.000000,32,,,
202311,00001-B030078,10871.460000,32,,,
202311,00001-B030079,600.000000,32,,,
202311,00001-B030080,12843.300000,32,,,
202311,00001-B030082,78.890000,32,,,
202311,00001-B030083,10996.890000,32,,,
202311,00001-B030085,4380.000000,32,,,
202311,00001-B030086,330.000000,32,,,
202311,00001-B030087,370.000000,32,,,
202311,00001-B030088,1478.978000,32,,,
202311,00001-B030089,1120.000000,32,,,
202311,00001-B030090,540.000000,32,,,
202311,00001-B030092,1070.000000,32,,,
202311,00001-B030095,230.000000,32,,,
202311,00001-B030096,1040.000000,32,,,
202311,00001-B030097,1610.000000,32,,,
202311,00001-B030098,1370.000000,32,,,
202311,00001-B030099,1960.000000,32,,,
202311,00001-B030100,1062.000000,32,,,
202311,00001-B030102,1020.000000,32,,,
202311,00001-B030104,17770.000000,32,,,
202311,00001-B030105,2350.000000,32,,,
202311,00001-B030106,240.000000,32,,,
202311,00001-B050233,50.000000,32,,,
202311,00001-A010001,200.000000,40,,,
202311,00001-A010002,200.000000,40,,,
202311,00001-A010003,401.000000,40,,,
202311,00001-A010004,251.000000,40,,,
202311,00001-A010005,214.000000,40,,,
202311,00001-A010006,766.000000,40,,,
202311,00001-A010007,235.000000,40,,,
202311,00001-A010008,201.000000,40,,,
202311,00001-A010009,317.000000,40,,,
202311,00001-A010010,201.000000,40,,,
202311,00001-A010011,200.000000,40,,,
202311,00001-A010012,200.000000,40,,,
202311,00001-A010013,210.000000,40,,,
202311,00001-A010014,200.000000,40,,,
202311,00001-A010015,200.000000,40,,,
202311,00001-A010016,200.000000,40,,,
202311,00001-A010017,200.000000,40,,,
202311,00001-A010018,207.000000,40,,,
202311,00001-A010019,206.000000,40,,,
202311,00001-A010020,206.000000,40,,,
202311,00001-A010021,201.000000,40,,,
202311,00001-A010022,200.000000,40,,,
202311,00001-A010023,200.000000,40,,,
202311,00001-A010024,200.000000,40,,,
202311,00001-A010025,201.000000,40,,,
202311,00001-A010026,206.000000,40,,,
202311,00001-A010027,406.000000,40,,,
202311,00001-A010028,204.000000,40,,,
202311,00001-A010029,1137.000000,40,,,
202311,00001-A010030,277.000000,40,,,
202311,00001-A010031,1000.000000,40,,,
202311,00001-A010032,202.000000,40,,,
202311,00001-A010033,210.000000,40,,,
202311,00001-A010034,200.000000,40,,,
202311,00001-A010035,202.000000,40,,,
202311,00001-A010036,214.000000,40,,,
202311,00001-A010037,244.000000,40,,,
202311,00001-A010038,700.000000,40,,,
202311,00001-A010039,553.000000,40,,,
202311,00001-A010040,201.000000,40,,,
202311,00001-A010041,204.000000,40,,,
202311,00001-A010042,262.000000,40,,,
202311,00001-A010043,200.000000,40,,,
202311,00001-A010044,200.000000,40,,,
202311,00001-A010045,200.000000,40,,,
202311,00001-A010046,218.000000,40,,,
202311,00001-A010047,200.000000,40,,,
202311,00001-A010048,417.000000,40,,,
202311,00001-A010049,200.000000,40,,,
202311,00001-A010050,200.000000,40,,,
202311,00001-A010051,236.000000,40,,,
202311,00001-A010052,201.000000,40,,,
202311,00001-A010053,200.000000,40,,,
202311,00001-A010054,201.000000,40,,,
202311,00001-A010055,201.000000,40,,,
202311,00001-A010056,209.000000,40,,,
202311,00001-A010057,202.000000,40,,,
202311,00001-A010058,200.000000,40,,,
202311,00001-A010059,204.000000,40,,,
202311,00001-A010060,200.000000,40,,,
202311,00001-A010061,200.000000,40,,,
202311,00001-A010062,200.000000,40,,,
202311,00001-A010063,200.000000,40,,,
202311,00001-A010064,202.000000,40,,,
202311,00001-A010065,201.000000,40,,,
202311,00001-A010066,200.000000,40,,,
202311,00001-A010067,200.000000,40,,,
202311,00001-A010068,261.000000,40,,,
202311,00001-A010069,204.000000,40,,,
202311,00001-A010070,201.000000,40,,,
202311,00001-A010071,200.000000,40,,,
202311,00001-A010072,307.000000,40,,,
202311,00001-A010073,251.000000,40,,,
202311,00001-A010074,210.000000,40,,,
202311,00001-A010075,200.000000,40,,,
202311,00001-A010076,223.000000,40,,,
202311,00001-A010077,201.000000,40,,,
202311,00001-A010078,606.000000,40,,,
202311,00001-A010079,568.000000,40,,,
202311,00001-A010080,200.000000,40,,,
202311,00001-A010081,222.000000,40,,,
202311,00001-A010082,200.000000,40,,,
202311,00001-A010083,200.000000,40,,,
202311,00001-A010084,209.000000,40,,,
202311,00001-A010085,200.000000,40,,,
202311,00001-A010086,201.000000,40,,,
202311,00001-A010087,202.000000,40,,,
202311,00001-A010088,200.000000,40,,,
202311,00001-A010089,207.000000,40,,,
202311,00001-A010090,210.000000,40,,,
202311,00001-A010091,206.000000,40,,,
202311,00001-A010092,201.000000,40,,,
202311,00001-A010093,824.000000,40,,,
202311,00001-A010094,200.000000,40,,,
202311,00001-A010095,200.000000,40,,,
202311,00001-A010096,204.000000,40,,,
202311,00001-A010097,200.000000,40,,,
202311,00001-A010098,201.000000,40,,,
202311,00001-A010099,202.000000,40,,,
202311,00001-A010100,200.000000,40,,,
202311,00001-A010101,200.000000,40,,,
202311,00001-A010102,214.000000,40,,,
202311,00001-A010103,206.000000,40,,,
202311,00001-A010104,200.000000,40,,,
202311,00001-A010105,200.000000,40,,,
202311,00001-A010106,204.000000,40,,,
202311,00001-A010107,207.000000,40,,,
202311,00001-A010108,200.000000,40,,,
202311,00001-A010109,210.000000,40,,,
202311,00001-A010110,200.000000,40,,,
202311,00001-A010111,203.000000,40,,,
202311,00001-A010112,201.000000,40,,,
202311,00001-A010113,200.000000,40,,,
202311,00001-A010114,206.000000,40,,,
202311,00001-A010115,200.000000,40,,,
