customer_code,customer_name,country
01168,한국산업,KR
01169,(주)도림,KR
01170,신한종합상사,KR
01172,제이알랜드（JRLAND）,KR
01173,피엘코리아,KR
01174,주식회사 바디프랜드,KR
01175,한국순수기술(주),KR
01176,창명전기,KR
01177,신성기업,KR
01179,신화공조플랜트,KR
01181,대원에스텍,KR
01182,LONGKOU VITY BITE VAC UUM TECH,KR
01183,씨앤피,KR
01184,한국기초과학지원연구원,KR
01185,SPM AG,KR
01186,(주)교보문고,KR
01187,리드센스(주),KR
01188,(주)에이치코리아,KR
01189,(주)씨제이오쇼핑,KR
01194,충북개발공사,KR
01199,SI SHAPE 엔지니어링,KR
01200,플라텍주식회사,KR
01201,한미종합산업,KR
01202,나노솔루션청주점,KR
01203,(주)밸류엔지니어링,KR
01208,씨그마알드리치코리아(유),KR
01211,화성종합상사,KR
01212,세창인스트루먼트(주),KR
01219,(주) 오성화학,KR
01220,(주)원일환경,KR
01221,삼우ENG,KR
01222,씨티에스（코어텍솔루션）,KR
01223,신우금속,KR
01224,금호전자,KR
01225,에스케이브로드밴드(주),KR
01226,(주)아이디존,KR
01227,유에스원오원,KR
01230,(주)피제이피테크,KR
01231,엔투피,KR
01232,(주)스마텍,KR
01233,선진산업,KR
01234,(주)나래플러스,KR
01235,(주)아이씨에스코리아,KR
01236,BWP,KR
01240,JS트레이딩 (미사용예정),KR
01241,(주)명신SNS,KR
01242,주식회사 이화켐텍,KR
01243,삼성전자판매(주),KR
01244,(주)예스퍼니처,KR
01245,관세법인라온,KR
01246,윌사이언스,KR
01247,(주)엘레파츠,KR
01248,(주)딕트,KR
01249,블루윈무역,KR
01251,(주)대명레저산업,KR
01254,"교보생명(5,108,300원)",KR
01255,민준홍,KR
01256,윤창민,KR
01257,서울보증보험,KR
01258,한국산업단지,KR
01261,주식회사 휴셈,KR
01262,(주)아토벡,KR
01263,주식회사 디디고,KR
01264,(주)에스씨에스,KR
01265,주식회사 드림로봇,KR
01266,(주) 인터모아,KR
01267,우성하이백,KR
01268,티엔에스,KR
01269,(주)에이에스티젯텍(천안사업장),KR
01271,(주)한진티엔이,KR
01272,성우전기,KR
01274,세영테프MALL,KR
01275,(주)유진시그날,KR
01276,상인,KR
01277,대신베어링,KR
01278,영민인터내셔날,KR
01279,은하웰딩,KR
01280,(주) 맥시모컴파니,KR
01281,주식회사 인노테크,KR
01282,남일종합상사,KR
01283,KHAN INT`L,KR
01284,에치티앤에스 관세법인 공항,KR
01285,(주)하나로티앤에스,KR
01286,(주)자성씨엔티,KR
01287,경원콤프레샤,KR
01288,하우시스,KR
01289,정선정보공업고등학교,KR
01290,(주)에스엠메디칼,KR
01291,파워리빙,KR
