parent_product_id,component_product_id,usage_qty
00001-A010238,00001-B010238,1
00001-A010239,00001-B010239,1
00001-A010240,00001-B010240,1
00001-A010241,00001-B010241,1
00001-A010242,00001-B010242,1
00001-A010243,00001-B010243,1
00001-A010244,00001-B010244,1
00001-A010245,00001-B010245,1
00001-A010246,00001-B010246,1
00001-A010247,00001-B010247,1
00001-A010248,00001-B010248,1
00001-A010249,00001-B010249,1
00001-A010250,00001-B010250,1
00001-A010251,00001-B010251,1
00001-A010252,00001-B010252,1
00001-A010253,00001-B010253,1
00001-A010254,00001-B010254,1
00001-A010255,00001-B010255,1
00001-A010256,00001-B010256,1
00001-A010257,00001-B010257,1
00001-A010258,00001-B010258,1
00001-A010259,00001-B010259,1
00001-A010260,00001-B010260,1
00001-A010261,00001-B010261,1
00001-A010262,00001-B010262,1
00001-A010263,00001-B010263,1
00001-A010264,00001-B010264,1
00001-A010265,00001-B010265,1
00001-A010266,00001-B010266,1
00001-A010267,00001-B010267,1
00001-A010268,00001-B010268,1
00001-A010269,00001-B010269,1
00001-A010270,00001-B010270,1
00001-A010271,00001-B010271,1
00001-A010272,00001-B010272,1
00001-A010273,00001-B010273,1
00001-A010274,00001-B010274,1
00001-A010275,00001-B010275,1
00001-A010276,00001-B010276,1
00001-A010277,00001-B010277,1
00001-A010278,00001-B010278,1
00001-A010279,00001-B010279,1
00001-A010280,00001-B010280,1
00001-A010281,00001-B010281,1
00001-A010282,00001-B010282,1
00001-A010283,00001-B010283,1
00001-A010284,00001-B010284,1
00001-A010285,00001-B010285,1
00001-A010286,00001-B010286,1
00001-A010287,00001-B010287,1
00001-A010288,00001-B010288,1
00001-A010289,00001-B010289,1
00001-A010290,00001-B010290,1
00001-A010291,00001-B010291,1
00001-A010292,00001-B010292,1
00001-A010293,00001-B010293,1
00001-A010294,00001-B010294,1
00001-A010295,00001-B010295,1
00001-A010296,00001-B010296,1
00001-A010297,00001-B010297,1
00001-A010298,00001-B010298,1
00001-A010299,00001-B010299,1
00001-A010300,00001-B010300,1
00001-A010301,00001-B010301,1
00001-A010302,00001-B010302,1
00001-A010303,00001-B010303,1
00001-A010304,00001-B010304,1
00001-A010305,00001-B010305,1
00001-A010306,00001-B010306,1
00001-A010307,00001-B010307,1
00001-A010308,00001-B010308,1
00001-A010309,00001-B010309,1
00001-A010310,00001-B010310,1
00001-A010311,00001-B010311,1
00001-A010312,00001-B010312,1
00001-A010313,00001-B010313,1
00001-A010314,00001-B010314,1
00001-A010315,00001-B010315,1
00001-A010316,00001-B010316,1
00001-A010317,00001-B010317,1
00001-A010318,00001-B010318,1
00001-A010319,00001-B010319,1
00001-A010320,00001-B010320,1
00001-A010321,00001-B010321,1
00001-A010322,00001-B010322,1
00001-A010323,00001-B010323,1
00001-A010324,00001-B010324,1
00001-A010325,00001-B010325,1
00001-A010326,00001-B010326,1
00001-A010327,00001-B010327,1
00001-A010328,00001-B010328,1
00001-A010329,00001-B010329,1
00001-A010330,00001-B010330,1
00001-A010331,00001-B010331,1
00001-A010332,00001-B010332,1
00001-A010333,00001-B010333,1
00001-A010334,00001-B010334,1
00001-A010335,00001-B010335,1
00001-A010336,00001-B010336,1
00001-A010337,00001-B010337,1
00001-A010338,00001-B010338,1
00001-A010339,00001-B010339,1
00001-A010340,00001-B010340,1
00001-A010341,00001-B010341,1
00001-A010342,00001-B010342,1
00001-A010343,00001-B010343,1
00001-A010344,00001-B010344,1
00001-A010345,00001-B010345,1
00001-A010346,00001-B010346,1
00001-A010347,00001-B010347,1
00001-A010348,00001-B010348,1
00001-A010349,00001-B010349,1
00001-A010350,00001-B010350,1
00001-A010351,00001-B010351,1
00001-A010352,00001-B010352,1
00001-A010353,00001-B010353,1
00001-A010354,00001-B010354,1
00001-A010355,00001-B010355,1
00001-A010356,00001-B010356,1
00001-A010357,00001-B010357,1
00001-A010358,00001-B010358,1
00001-A010359,00001-B010359,1
00001-A010360,00001-B010360,1
00001-A010361,00001-B010361,1
00001-A010362,00001-B010362,1
00001-A010363,00001-B010363,1
00001-A010364,00001-B010364,1
00001-A010365,00001-B010365,1
00001-A010366,00001-B010366,1
00001-A010367,00001-B010367,1
00001-A010368,00001-B010368,1
00001-A010369,00001-B010369,1
00001-A010370,00001-B010370,1
00001-A010371,00001-B010371,1
00001-A010372,00001-B010372,1
00001-A010373,00001-B010373,1
00001-A010374,00001-B010374,1
00001-A010375,00001-B010375,1
00001-A010376,00001-B010376,1
00001-A010377,00001-B010377,1
00001-A010378,00001-B010378,1
00001-A010379,00001-B010379,1
00001-A010380,00001-B010380,1
00001-A010381,00001-B010381,1
00001-A010382,00001-B010382,1
00001-A010383,00001-B010383,1
00001-A010384,00001-B010384,1
00001-A010385,00001-B010385,1
00001-A010386,00001-B010386,1
00001-A010387,00001-B010387,1
00001-A010388,00001-B010388,1
00001-A010389,00001-B010389,1
00001-A010390,00001-B010390,1
00001-A010391,00001-B010391,1
00001-A010392,00001-B010392,1
00001-A010393,00001-B010393,1
00001-A010394,00001-B010394,1
00001-A010395,00001-B010395,1
00001-A010396,00001-B010396,1
00001-A010397,00001-B010397,1
00001-A010398,00001-B010398,1
00001-A010399,00001-B010399,1
00001-A010400,00001-B010400,1
00001-A010401,00001-B010401,1
00001-A010402,00001-B010402,1
00001-A010403,00001-B010403,1
00001-A010404,00001-B010404,1
00001-A010405,00001-B010405,1
00001-A010406,00001-B010406,1
00001-A010407,00001-B010407,1
00001-A010408,00001-B010408,1
00001-A010409,00001-B010409,1
00001-A010410,00001-B010410,1
00001-A010411,00001-B010411,1
00001-A010412,00001-B010412,1
00001-A010413,00001-B010413,1
00001-A010414,00001-B010414,1
00001-A010415,00001-B010415,1
00001-A010416,00001-B010416,1
00001-A010417,00001-B010417,1
00001-A010418,00001-B010418,1
00001-A010419,00001-B010419,1
00001-A010420,00001-B010420,1
00001-A010421,00001-B010421,1
00001-A010422,00001-B010422,1
00001-A010423,00001-B010423,1
00001-A010424,00001-B010424,1
00001-A010425,00001-B010425,1
00001-A010426,00001-B010426,1
00001-A010427,00001-B010427,1
00001-A010428,00001-B010428,1
00001-A010429,00001-B010429,1
00001-A010430,00001-B010430,1
00001-A010431,00001-B010431,1
00001-A010432,00001-B010432,1
00001-A010433,00001-B010433,1
00001-A010434,00001-B010434,1
00001-A010435,00001-B010435,1
00001-A010436,00001-B010436,1
00001-A010437,00001-B010437,1
00001-A010438,00001-B010438,1
00001-A010439,00001-B010439,1
00001-A010440,00001-B010440,1
00001-A010441,00001-B010441,1
00001-A010442,00001-B010442,1
00001-A010443,00001-B010443,1
00001-A010444,00001-B010444,1
00001-A010445,00001-B010445,1
00001-A010446,00001-B010446,1
00001-A010447,00001-B010447,1
00001-A010448,00001-B010448,1
00001-A010449,00001-B010449,1
00001-A010450,00001-B010450,1
00001-A010451,00001-B010451,1
00001-A010452,00001-B010452,1
00001-A010453,00001-B010453,1
00001-A010454,00001-B010454,1
00001-A010455,00001-B010455,1
00001-A010456,00001-B010456,1
00001-A010457,00001-B010457,1
00001-A010458,00001-B010458,1
00001-A010459,00001-B010459,1
00001-A010460,00001-B010460,1
00001-A010461,00001-B010461,1
00001-A010462,00001-B010462,1
00001-A010463,00001-B010463,1
00001-A010464,00001-B010464,1
00001-A010465,00001-B010465,1
00001-A010466,00001-B010466,1
00001-A010467,00001-B010467,1
00001-A010468,00001-B010468,1
00001-A010469,00001-B010469,1
00001-A010470,00001-B010470,1
00001-A010471,00001-B010471,1
00001-A010472,00001-B010472,1
00001-A010473,00001-B010473,1
00001-A010474,00001-B010474,1
00001-A010475,00001-B010475,1
00001-A010476,00001-B010476,1
00001-A010477,00001-B010477,1
00001-A010478,00001-B010478,1
00001-A010479,00001-B010479,1
00001-A010480,00001-B010480,1
00001-A010481,00001-B010481,1
00001-A010482,00001-B010482,1
00001-A010483,00001-B010483,1
00001-A010484,00001-B010484,1
00001-A010485,00001-B010485,1
00001-A010486,00001-B010486,1
00001-A010487,00001-B010487,1
00001-A010488,00001-B010488,1
00001-A010489,00001-B010489,1
00001-A010490,00001-B010490,1
00001-A010491,00001-B010491,1
00001-A010492,00001-B010492,1
00001-A010493,00001-B010493,1
00001-A010494,00001-B010494,1
00001-A010495,00001-B010495,1
00001-A010496,00001-B010496,1
00001-A010497,00001-B010497,1
00001-A010498,00001-B010498,1
00001-A010499,00001-B010499,1
00001-A010500,00001-B010500,1
00001-A010501,00001-B010501,1
00001-A010502,00001-B010502,1
00001-A010503,00001-B010503,1
00001-A010504,00001-B010504,1
00001-A010505,00001-B010505,1
00001-A010506,00001-B010506,1
00001-A010507,00001-B010507,1
00001-A010508,00001-B010508,1
00001-A010509,00001-B010509,1
00001-A010510,00001-B010510,1
00001-A010511,00001-B010511,1
00001-A010512,00001-B010512,1
00001-A010513,00001-B010513,1
00001-A010514,00001-B010514,1
00001-A010515,00001-B010515,1
00001-A010516,00001-B010516,1
00001-A010517,00001-B010517,1
00001-A010518,00001-B010518,1
00001-A010519,00001-B010519,1
00001-A010520,00001-B010520,1
00001-A010521,00001-B010521,1
00001-A010522,00001-B010522,1
00001-A010523,00001-B010523,1
00001-A010524,00001-B010524,1
00001-A010525,00001-B010525,1
00001-A010526,00001-B010526,1
00001-A010527,00001-B010527,1
00001-A010528,00001-B010528,1
00001-A010529,00001-B010529,1
00001-A010530,00001-B010530,1
00001-A010531,00001-B010531,1
00001-A010532,00001-B010532,1
00001-A010533,00001-B010533,1
00001-A010534,00001-B010534,1
00001-A010535,00001-B010535,1
00001-A010536,00001-B010536,1
00001-A010537,00001-B010537,1
00001-A010538,00001-B010538,1
00001-A010539,00001-B010539,1
00001-A010540,00001-B010540,1
00001-A010541,00001-B010541,1
00001-A010542,00001-B010542,1
00001-A010543,00001-B010543,1
00001-A010544,00001-B010544,1
00001-A010545,00001-B010545,1
00001-A010546,00001-B010546,1
00001-A010547,00001-B010547,1
00001-A010548,00001-B010548,1
00001-A010549,00001-B010549,1
00001-A010550,00001-B010550,1
00001-A010551,00001-B010551,1
00001-A010552,00001-B010552,1
00001-A010553,00001-B010553,1
00001-A010554,00001-B010554,1
00001-A010555,00001-B010555,1
00001-A010556,00001-B010556,1
00001-A010557,00001-B010557,1
00001-A010558,00001-B010558,1
00001-A010559,00001-B010559,1
00001-A010560,00001-B010560,1
00001-A010561,00001-B010561,1
00001-A010562,00001-B010562,1
00001-A010563,00001-B010563,1
00001-A010564,00001-B010564,1
00001-A010565,00001-B010565,1
00001-A010566,00001-B010566,1
00001-A010567,00001-B010567,1
00001-A010568,00001-B010568,1
00001-A010569,00001-B010569,1
00001-A010570,00001-B010570,1
00001-A010571,00001-B010571,1
00001-A010572,00001-B010572,1
00001-A010573,00001-B010573,1
00001-A010574,00001-B010574,1
00001-A010575,00001-B010575,1
00001-A010576,00001-B010576,1
00001-A010577,00001-B010577,1
00001-A010578,00001-B010578,1
00001-A010579,00001-B010579,1
00001-A010580,00001-B010580,1
00001-A010581,00001-B010581,1
00001-A010582,00001-B010582,1
00001-A010583,00001-B010583,1
00001-A010584,00001-B010584,1
00001-A010585,00001-B010585,1
00001-A010586,00001-B010586,1
00001-A010587,00001-B010587,1
00001-A010588,00001-B010588,1
00001-A010589,00001-B010589,1
00001-A010590,00001-B010590,1
00001-A010591,00001-B010591,1
00001-A010592,00001-B010592,1
00001-A010593,00001-B010593,1
00001-A010594,00001-B010594,1
00001-A010595,00001-B010595,1
00001-A010596,00001-B010596,1
00001-A010597,00001-B010597,1
00001-A010598,00001-B010598,1
00001-A010599,00001-B010599,1
00001-A010600,00001-B010600,1
00001-A010601,00001-B010601,1
00001-A010602,00001-B010602,1
00001-A010603,00001-B010603,1
00001-A010604,00001-B010604,1
00001-A010605,00001-B010605,1
00001-A010606,00001-B010606,1
00001-A010607,00001-B010607,1
00001-A010608,00001-B010608,1
00001-A010609,00001-B010609,1
00001-A010610,00001-B010610,1
00001-A010611,00001-B010611,1
00001-A010612,00001-B010612,1
00001-A010613,00001-B010613,1
00001-A010614,00001-B010614,1
00001-A010615,00001-B010615,1
00001-A010616,00001-B010616,1
00001-A010617,00001-B010617,1
00001-A010618,00001-B010618,1
00001-A010619,00001-B010619,1
00001-A010620,00001-B010620,1
00001-A010621,00001-B010621,1
00001-A010622,00001-B010622,1
00001-A010623,00001-B010623,1
00001-A010624,00001-B010624,1
00001-A010625,00001-B010625,1
00001-A010626,00001-B010626,1
00001-A010627,00001-B010627,1
00001-A010628,00001-B010628,1
00001-A010629,00001-B010629,1
00001-A010630,00001-B010630,1
00001-A010631,00001-B010631,1
00001-A010632,00001-B010632,1
00001-A010633,00001-B010633,1
00001-A010634,00001-B010634,1
00001-A010635,00001-B010635,1
00001-A010636,00001-B010636,1
00001-A010637,00001-B010637,1
00001-A010638,00001-B010638,1
00001-A010639,00001-B010639,1
00001-A010640,00001-B010640,1
00001-A010641,00001-B010641,1
00001-A010642,00001-B010642,1
00001-A010643,00001-B010643,1
00001-A010644,00001-B010644,1
00001-A010645,00001-B010645,1
00001-A010646,00001-B010646,1
00001-A010647,00001-B010647,1
00001-A010648,00001-B010648,1
00001-A010649,00001-B010649,1
00001-A010650,00001-B010650,1
00001-A010651,00001-B010651,1
00001-A010652,00001-B010652,1
00001-A010653,00001-B010653,1
00001-A010654,00001-B010654,1
00001-A010655,00001-B010655,1
00001-A010656,00001-B010656,1
00001-A010657,00001-B010657,1
00001-A010658,00001-B010658,1
00001-A010659,00001-B010659,1
00001-A010660,00001-B010660,1
00001-A010661,00001-B010661,1
00001-A010662,00001-B010662,1
00001-A010663,00001-B010663,1
00001-A010664,00001-B010664,1
00001-A010665,00001-B010665,1
00001-A010666,00001-B010666,1
00001-A010667,00001-B010667,1
00001-A010668,00001-B010668,1
00001-A010669,00001-B010669,1
00001-A010670,00001-B010670,1
00001-A010671,00001-B010671,1
00001-A010672,00001-B010672,1
00001-A010673,00001-B010673,1
00001-A010674,00001-B010674,1
00001-A010675,00001-B010675,1
00001-A010676,00001-B010676,1
00001-A010677,00001-B010677,1
00001-A010678,00001-B010678,1
00001-A010679,00001-B010679,1
00001-A010680,00001-B010680,1
00001-A010681,00001-B010681,1
00001-A010682,00001-B010682,1
00001-A010683,00001-B010683,1
00001-A010684,00001-B010684,1
00001-A010685,00001-B010685,1
00001-A010686,00001-B010686,1
00001-A010687,00001-B010687,1
00001-A010688,00001-B010688,1
00001-A010689,00001-B010689,1
00001-A010690,00001-B010690,1
00001-A010691,00001-B010691,1
00001-A010692,00001-B010692,1
00001-A010693,00001-B010693,1
00001-A010694,00001-B010694,1
00001-A010695,00001-B010695,1
00001-A010696,00001-B010696,1
00001-A010697,00001-B010697,1
00001-A010698,00001-B010698,1
00001-A010699,00001-B010699,1
00001-A010700,00001-B010700,1
00001-A010701,00001-B010701,1
00001-A010702,00001-B010702,1
00001-A010703,00001-B010703,1
00001-A010704,00001-B010704,1
00001-A010705,00001-B010705,1
00001-A010706,00001-B010706,1
00001-A010707,00001-B010707,1
00001-A010708,00001-B010708,1
00001-A010709,00001-B010709,1
00001-A010710,00001-B010710,1
00001-A010711,00001-B010711,1
00001-A010712,00001-B010712,1
00001-A010713,00001-B010713,1
00001-A010714,00001-B010714,1
00001-A010715,00001-B010715,1
00001-A010716,00001-B010716,1
00001-A010717,00001-B010717,1
00001-A010718,00001-B010718,1
00001-A010719,00001-B010719,1
00001-A010720,00001-B010720,1
00001-A010721,00001-B010721,1
00001-A010722,00001-B010722,1
00001-A010723,00001-B010723,1
00001-A010724,00001-B010724,1
00001-A010725,00001-B010725,1
00001-A010726,00001-B010726,1
00001-A010727,00001-B010727,1
00001-A010728,00001-B010728,1
00001-A010729,00001-B010729,1
00001-A010730,00001-B010730,1
00001-A010731,00001-B010731,1
00001-A010732,00001-B010732,1
00001-A010733,00001-B010733,1
00001-A010734,00001-B010734,1
00001-A010735,00001-B010735,1
00001-A010736,00001-B010736,1
00001-A010737,00001-B010737,1
00001-A010738,00001-B010738,1
00001-A010739,00001-B010739,1
00001-A010740,00001-B010740,1
00001-A010741,00001-B010741,1
00001-A010742,00001-B010742,1
00001-A010743,00001-B010743,1
00001-A010744,00001-B010744,1
00001-A010745,00001-B010745,1
00001-A010746,00001-B010746,1
00001-A010747,00001-B010747,1
00001-A010748,00001-B010748,1
00001-A010749,00001-B010749,1
00001-A010750,00001-B010750,1
00001-A010751,00001-B010751,1
00001-A010752,00001-B010752,1
00001-A010753,00001-B010753,1
00001-A010754,00001-B010754,1
00001-A010755,00001-B010755,1
00001-A010756,00001-B010756,1
00001-A010757,00001-B010757,1
00001-A010758,00001-B010758,1
00001-A010759,00001-B010759,1
00001-A010760,00001-B010760,1
00001-A010761,00001-B010761,1
00001-A010762,00001-B010762,1
00001-A010763,00001-B010763,1
00001-A010764,00001-B010764,1
00001-A010765,00001-B010765,1
00001-A010766,00001-B011947,1
00001-A010767,00001-B010767,1
00001-A010768,00001-B010768,1
00001-A010769,00001-B010769,1
00001-A010770,00001-B010770,1
00001-A010771,00001-B010771,1
00001-A010772,00001-B010772,1
00001-A010773,00001-B010773,1
00001-A010774,00001-B010774,1
00001-A010775,00001-B010775,1
00001-A010776,00001-B010776,1
00001-A010777,00001-B010777,1
00001-A010778,00001-B010778,1
00001-A010779,00001-B010779,1
00001-A010780,00001-B010780,1
00001-A010781,00001-B010781,1
00001-A010782,00001-B010782,1
00001-A010783,00001-B010783,1
00001-A010784,00001-B010784,1
00001-A010785,00001-B010785,1
00001-A010786,00001-B010786,1
00001-A010787,00001-B010787,1
00001-A010788,00001-B010788,1
00001-A010789,00001-B010789,1
00001-A010790,00001-B010790,1
00001-A010791,00001-B010791,1
00001-A010792,00001-B010792,1
00001-A010793,00001-B010793,1
00001-A010794,00001-B010794,1
00001-A010795,00001-B010795,1
00001-A010796,00001-B010796,1
00001-A010797,00001-B010797,1
00001-A010798,00001-B010798,1
00001-A010799,00001-B010799,1
00001-A010800,00001-B010800,1
00001-A010801,00001-B010801,1
00001-A010802,00001-B010802,1
00001-A010803,00001-B010803,1
00001-A010804,00001-B010804,1
00001-A010805,00001-B010805,1
00001-A010806,00001-B010806,1
00001-A010807,00001-B010807,1
00001-A010808,00001-B010808,1
00001-A010809,00001-B010809,1
00001-A010810,00001-B010810,1
00001-A010811,00001-B010811,1
00001-A010812,00001-B010812,1
00001-A010813,00001-B010813,1
00001-A010814,00001-B010814,1
00001-A010815,00001-B010815,1
00001-A010816,00001-B010816,1
00001-A010817,00001-B010817,1
00001-A010818,00001-B010818,1
00001-A010819,00001-B010819,1
00001-A010820,00001-B010820,1
00001-A010821,00001-B010821,1
00001-A010822,00001-B010822,1
00001-A010823,00001-B010823,1
00001-A010824,00001-B010824,1
00001-A010825,00001-B010825,1
00001-A010826,00001-B010826,1
00001-A010827,00001-B010827,1
00001-A010828,00001-B010828,1
00001-A010829,00001-B010829,1
00001-A010830,00001-B010830,1
00001-A010831,00001-B010831,1
00001-A010832,00001-B010832,1
00001-A010833,00001-B010833,1
00001-A010834,00001-B010834,1
00001-A010835,00001-B010835,1
00001-A010836,00001-B010836,1
00001-A010837,00001-B010837,1
00001-A010838,00001-B010838,1
00001-A010839,00001-B010839,1
00001-A010840,00001-B010840,1
00001-A010841,00001-B010841,1
00001-A010842,00001-B010842,1
00001-A010843,00001-B010843,1
00001-A010844,00001-B010844,1
00001-A010845,00001-B010845,1
00001-A010846,00001-B010846,1
00001-A010847,00001-B010847,1
00001-A010848,00001-B010848,1
00001-A010849,00001-B010849,1
00001-A010850,00001-B010850,1
00001-A010851,00001-B010851,1
00001-A010852,00001-B010852,1
00001-A010853,00001-B010853,1
00001-A010854,00001-B010854,1
00001-A010855,00001-B010855,1
00001-A010856,00001-B010856,1
00001-A010857,00001-B010857,1
00001-A010858,00001-B010858,1
00001-A010859,00001-B010859,1
00001-A010860,00001-B010860,1
00001-A010861,00001-B010861,1
00001-A010862,00001-B010862,1
00001-A010863,00001-B010863,1
00001-A010864,00001-B010864,1
00001-A010865,00001-B010865,1
00001-A010866,00001-B010866,1
00001-A010867,00001-B010867,1
00001-A010868,00001-B010868,1
00001-A010869,00001-B010869,1
00001-A010870,00001-B010870,1
00001-A010871,00001-B010871,1
