parent_product_id,component_product_id,usage_qty
00001-A012175,00001-B012685,1
00001-A012176,00001-B012731,1
00001-A012177,00001-B012177,1
00001-A012178,00001-B012178,1
00001-A012179,00001-B012179,1
00001-A012180,00001-B012180,1
00001-A012181,00001-B012181,1
00001-A012182,00001-B012182,1
00001-A012183,00001-B012183,1
00001-A012184,00001-B012184,1
00001-A012185,00001-B012185,1
00001-A012186,00001-B012186,1
00001-A012187,00001-B012187,1
00001-A012188,00001-B012188,1
00001-A012189,00001-B012189,1
00001-A012190,00001-B012190,1
00001-A012191,00001-B012191,1
00001-A012192,00001-B012192,1
00001-A012193,00001-B012193,1
00001-A012194,00001-B012194,1
00001-A012195,00001-B012195,1
00001-A012196,00001-B012196,1
00001-A012197,00001-B012197,1
00001-A012198,00001-B012198,1
00001-A012199,00001-B012199,1
00001-A012200,00001-B012200,1
00001-A012201,00001-B012201,1
00001-A012202,00001-B012202,1
00001-A012203,00001-B012203,1
00001-A012204,00001-B012204,1
00001-A012205,00001-B012205,1
00001-A012206,00001-B012206,1
00001-A012207,00001-B012207,1
00001-A012208,00001-B012208,1
00001-A012209,00001-B012209,1
00001-A012210,00001-B012210,1
00001-A012211,00001-B012211,1
00001-A012212,00001-B012212,1
00001-A012213,00001-B012213,1
00001-A012214,00001-B012214,1
00001-A012215,00001-B012215,1
00001-A012216,00001-B012216,1
00001-A012217,00001-B012217,1
00001-A012218,00001-B012218,1
00001-A012219,00001-B012699,1
00001-A012220,00001-B012220,1
00001-A012221,00001-B012221,1
00001-A012222,00001-B012222,1
00001-A012223,00001-B012223,1
00001-A012224,00001-B012224,1
00001-A012225,00001-B012225,1
00001-A012226,00001-B012226,1
00001-A012227,00001-B012227,1
00001-A012228,00001-B012228,1
00001-A012229,00001-B012229,1
00001-A012230,00001-B012230,1
00001-A012231,00001-B012231,1
00001-A012232,00001-B012232,1
00001-A012233,00001-B012233,1
00001-A012234,00001-B012234,1
00001-A012235,00001-B012235,1
00001-A012236,00001-B012236,1
00001-A012237,00001-B012237,1
00001-A012238,00001-B012238,1
00001-A012239,00001-B012239,1
00001-A012240,00001-B012240,1
00001-A012241,00001-B012241,1
00001-A012242,00001-B012242,1
00001-A012243,00001-B012243,1
00001-A012244,00001-B012244,1
00001-A012245,00001-B012245,1
00001-A012246,00001-B012246,1
00001-A012247,00001-B012247,1
00001-A012248,00001-B012248,1
00001-A012249,00001-B012249,1
00001-A012250,00001-B012250,1
00001-A012251,00001-B012251,1
00001-A012252,00001-B012252,1
00001-A012253,00001-B012253,1
00001-A012254,00001-B012254,1
00001-A012255,00001-B012255,1
00001-A012256,00001-B012256,1
00001-A012257,00001-B012257,1
00001-A012258,00001-B012258,1
00001-A012259,00001-B012259,1
00001-A012260,00001-B012260,1
00001-A012261,00001-B012261,1
00001-A012262,00001-B012262,1
00001-A012263,00001-B012263,1
00001-A012264,00001-B012264,1
00001-A012265,00001-B012265,1
00001-A012266,00001-B012266,1
00001-A012267,00001-B012267,1
00001-A012268,00001-B012268,1
00001-A012269,00001-B012269,1
00001-A012270,00001-B012270,1
00001-A012271,00001-B012923,1
00001-A012272,00001-B012544,1
00001-A012273,00001-B012273,1
00001-A012274,00001-B012274,1
00001-A012275,00001-B012275,1
00001-A012276,00001-B012276,1
00001-A012277,00001-B012277,1
00001-A012278,00001-B012746,1
00001-A012279,00001-B012893,1
00001-A012280,00001-B012280,1
00001-A012281,00001-B012281,1
00001-A012282,00001-B012282,1
00001-A012283,00001-B012283,1
00001-A012284,00001-B012284,1
00001-A012285,00001-B012285,1
00001-A012286,00001-B012286,1
00001-A012287,00001-B012287,1
00001-A012288,00001-B012288,1
00001-A012289,00001-B012289,1
00001-A012290,00001-B012290,1
00001-A012291,00001-B012291,1
00001-A012292,00001-B012292,1
00001-A012293,00001-B012293,1
00001-A012294,00001-B012294,1
00001-A012295,00001-B012295,1
00001-A012296,00001-B012296,1
00001-A012297,00001-B012297,1
00001-A012298,00001-B012298,1
00001-A012299,00001-B012299,1
00001-A012300,00001-B012300,1
00001-A012301,00001-B012301,1
00001-A012302,00001-B012302,1
00001-A012303,00001-B012303,1
00001-A012304,00001-B012304,1
00001-A012305,00001-B012305,1
00001-A012306,00001-B012306,1
00001-A012307,00001-B012307,1
00001-A012308,00001-B012308,1
00001-A012309,00001-B012309,1
00001-A012310,00001-B012310,1
00001-A012311,00001-B012311,1
00001-A012312,00001-B012312,1
00001-A012313,00001-B012313,1
00001-A012314,00001-B012314,1
00001-A012315,00001-B012315,1
00001-A012316,00001-B012316,1
00001-A012317,00001-B012317,1
00001-A012318,00001-B012318,1
00001-A012319,00001-B012319,1
00001-A012320,00001-B012320,1
00001-A012321,00001-B012321,1
00001-A012322,00001-B012322,1
00001-A012323,00001-B012323,1
00001-A012324,00001-B012324,1
00001-A012325,00001-B012325,1
00001-A012326,00001-B012326,1
00001-A012327,00001-B012327,1
00001-A012328,00001-B012328,1
00001-A012329,00001-B012329,1
00001-A012330,00001-B012330,1
00001-A012331,00001-B012331,1
00001-A012332,00001-B012332,1
00001-A012333,00001-B012333,1
00001-A012334,00001-B012334,1
00001-A012335,00001-B012335,1
00001-A012336,00001-B012336,1
00001-A012337,00001-B012337,1
00001-A012338,00001-B012338,1
00001-A012339,00001-B012339,1
00001-A012340,00001-B012340,1
00001-A012341,00001-B012341,1
00001-A012342,00001-B012342,1
00001-A012343,00001-B012343,1
00001-A012344,00001-B012344,1
00001-A012345,00001-B012345,1
00001-A012346,00001-B012346,1
00001-A012347,00001-B012347,1
00001-A012348,00001-B012348,1
00001-A012349,00001-B012349,1
00001-A012350,00001-B012350,1
00001-A012351,00001-B011479,1
00001-A012352,00001-B012352,1
00001-A012353,00001-B012353,1
00001-A012354,00001-B012354,1
00001-A012355,00001-B012355,1
00001-A012356,00001-B012356,1
00001-A012357,00001-B012357,1
00001-A012358,00001-B012358,1
00001-A012359,00001-B012359,1
00001-A012360,00001-B012360,1
00001-A012361,00001-B012361,1
00001-A012362,00001-B012362,1
00001-A012363,00001-B012363,1
00001-A012364,00001-B012364,1
00001-A012365,00001-B012365,1
00001-A012366,00001-B012366,1
00001-A012367,00001-B012367,1
00001-A012368,00001-B012368,1
00001-A012369,00001-B012369,1
00001-A012370,00001-B012370,1
00001-A012371,00001-B012371,1
00001-A012372,00001-B012372,1
00001-A012373,00001-B012900,1
00001-A012374,00001-B012374,1
00001-A012375,00001-B012375,1
00001-A012376,00001-B012376,1
00001-A012377,00001-B012377,1
00001-A012378,00001-B012378,1
00001-A012379,00001-B012379,1
00001-A012380,00001-B012380,1
00001-A012381,00001-B012381,1
00001-A012382,00001-B012382,1
00001-A012383,00001-B012383,1
00001-A012384,00001-B012384,1
00001-A012385,00001-B012385,1
00001-A012386,00001-B012386,1
00001-A012387,00001-B012387,1
00001-A012388,00001-B012388,1
00001-A012389,00001-B012389,1
00001-A012390,00001-B012390,1
00001-A012391,00001-B012391,1
00001-A012392,00001-B012392,1
00001-A012393,00001-B012393,1
00001-A012394,00001-B012394,1
00001-A012395,00001-B012395,1
00001-A012396,00001-B012396,1
00001-A012397,00001-B012397,1
00001-A012398,00001-B012398,1
00001-A012399,00001-B012399,1
00001-A012400,00001-B012400,1
00001-A012401,00001-B012401,1
00001-A012402,00001-B012402,1
00001-A012403,00001-B012403,1
00001-A012404,00001-B012404,1
00001-A012405,00001-B012405,1
00001-A012406,00001-B012406,1
00001-A012407,00001-B012407,1
00001-A012408,00001-B012915,1
00001-A012409,00001-B012409,1
00001-A012410,00001-B012410,1
00001-A012411,00001-B012411,1
00001-A012412,00001-B012412,1
00001-A012413,00001-B012413,1
00001-A012414,00001-B012414,1
00001-A012415,00001-B012415,1
00001-A012416,00001-B012416,1
00001-A012417,00001-B012417,1
00001-A012418,00001-B012418,1
00001-A012419,00001-B012419,1
00001-A012420,00001-B012420,1
00001-A012421,00001-B012421,1
00001-A012422,00001-B012422,1
00001-A012423,00001-B012423,1
00001-A012424,00001-B012424,1
00001-A012425,00001-B012425,1
00001-A012426,00001-B012426,1
00001-A012427,00001-B012427,1
00001-A012428,00001-B012428,1
00001-A012429,00001-B012429,1
00001-A012430,00001-B012430,1
00001-A012431,00001-B012431,1
00001-A012432,00001-B012432,1
00001-A012433,00001-B012433,1
00001-A012434,00001-B012434,1
00001-A012435,00001-B012435,1
00001-A012436,00001-B012436,1
00001-A012437,00001-B012437,1
00001-A012438,00001-B012438,1
00001-A012439,00001-B012439,1
00001-A012440,00001-B012440,1
00001-A012441,00001-B012441,1
00001-A012442,00001-B012442,1
00001-A012443,00001-B012443,1
00001-A012444,00001-B012444,1
00001-A012445,00001-B012445,1
00001-A012446,00001-B012446,1
00001-A012447,00001-B012447,1
00001-A012448,00001-B012448,1
00001-A012449,00001-B012449,1
00001-A012450,00001-B012450,1
00001-A012451,00001-B012451,1
00001-A012452,00001-B012452,1
00001-A012453,00001-B012453,1
00001-A012454,00001-B012454,1
00001-A012455,00001-B012455,1
00001-A012456,00001-B012456,1
00001-A012457,00001-B012457,1
00001-A012458,00001-B012458,1
00001-A012459,00001-B010194,1
00001-A012460,00001-B012460,1
00001-A012461,00001-B012461,1
00001-A012462,00001-B012462,1
00001-A012463,00001-B012463,1
00001-A012464,00001-B012464,1
00001-A012465,00001-B012465,1
00001-A012466,00001-B012466,1
00001-A012467,00001-B012467,1
00001-A012468,00001-B012468,1
00001-A012469,00001-B012469,1
00001-A012470,00001-B012470,1
00001-A012471,00001-B012471,1
00001-A012472,00001-B012472,1
00001-A012473,00001-B012473,1
00001-A012474,00001-B012474,1
00001-A012475,00001-B012475,1
00001-A012476,00001-B012476,1
00001-A012477,00001-B012477,1
00001-A012478,00001-B012478,1
00001-A012479,00001-B012479,1
00001-A012480,00001-B012480,1
00001-A012481,00001-B012481,1
00001-A012482,00001-B012482,1
00001-A012483,00001-B012483,1
00001-A012484,00001-B012484,1
00001-A012485,00001-B012485,1
00001-A012486,00001-B012486,1
00001-A012487,00001-B012487,1
00001-A012488,00001-B012488,1
00001-A012489,00001-B012489,1
00001-A012490,00001-B012490,1
00001-A012491,00001-B012491,1
00001-A012492,00001-B012492,1
00001-A012493,00001-B012493,1
00001-A012494,00001-B010138,1
00001-A012495,00001-B010138,1
00001-A012496,00001-B012496,1
00001-A012497,00001-B012497,1
00001-A012498,00001-B012498,1
00001-A012499,00001-B012499,1
00001-A012500,00001-B012500,1
00001-A012501,00001-B012501,1
00001-A012502,00001-B012502,1
00001-A012503,00001-B012503,1
00001-A012504,00001-B012504,1
00001-A012505,00001-B012505,1
00001-A012506,00001-B012506,1
00001-A012507,00001-B012507,1
00001-A012508,00001-B011963,1
00001-A012509,00001-B011962,1
00001-A012510,00001-B012510,1
00001-A012511,00001-B011961,1
00001-A012512,00001-B011619,1
00001-A012513,00001-B011866,1
00001-A012514,00001-B012514,1
00001-A012515,00001-B012515,1
00001-A012516,00001-B012516,1
00001-A012517,00001-B012517,1
00001-A012518,00001-B012518,1
00001-A012519,00001-B012519,1
00001-A012520,00001-B012520,1
00001-A012521,00001-B012521,1
00001-A012522,00001-B012522,1
00001-A012523,00001-B012523,1
00001-A012524,00001-B012524,1
00001-A012525,00001-B012525,1
00001-A012526,00001-B012526,1
00001-A012527,00001-B012527,1
00001-A012528,00001-B012528,1
00001-A012529,00001-B012529,1
00001-A012530,00001-B012530,1
00001-A012531,00001-B012531,1
00001-A012532,00001-B012647,1
00001-A012533,00001-B012533,1
00001-A012534,00001-B013293,1
00001-A012535,00001-B012535,1
00001-A012536,00001-B012536,1
00001-A012537,00001-B012537,1
00001-A012538,00001-B012538,1
00001-A012539,00001-B012539,1
00001-A012540,00001-B012540,1
00001-A012541,00001-B012541,1
00001-A012542,00001-B012542,1
00001-A012543,00001-B012543,1
00001-A012544,00001-B012544,1
00001-A012545,00001-B012545,1
00001-A012546,00001-B012546,1
00001-A012547,00001-B012547,1
00001-A012548,00001-B012548,1
00001-A012549,00001-B012549,1
00001-A012550,00001-B012550,1
00001-A012551,00001-B012551,1
00001-A012552,00001-B012552,1
00001-A012553,00001-B012553,1
00001-A012554,01016-D040011,1
00001-A012554,00001-B012554,1
00001-A012555,00001-B012555,1
00001-A012556,00001-B012556,1
00001-A012557,00001-B012557,1
00001-A012558,00001-B012558,1
00001-A012559,00001-B012559,1
00001-A012560,00001-B012560,1
00001-A012561,00001-B012561,1
00001-A012562,00001-B012562,1
00001-A012563,00001-B012563,1
00001-A012564,00001-B012564,1
00001-A012565,00001-B012565,1
00001-A012566,00001-B012566,1
00001-A012567,00001-B012567,1
00001-A012568,00001-B012568,1
00001-A012569,00001-B012569,1
00001-A012570,00001-B012570,1
00001-A012571,00001-B012571,1
00001-A012572,00001-B012572,1
00001-A012573,00001-B012573,1
00001-A012574,00001-B012574,1
00001-A012575,00001-B012575,1
00001-A012576,00001-B012576,1
00001-A012577,00001-B012577,1
00001-A012578,00001-B012578,1
00001-A012579,00001-B012579,1
00001-A012580,00001-B012580,1
00001-A012581,00001-B012581,1
00001-A012582,00001-B012582,1
00001-A012583,00001-B012583,1
00001-A012584,00001-B012584,1
00001-A012585,00001-B012585,1
00001-A012586,00001-B012586,1
00001-A012587,00001-B012587,1
00001-A012588,00001-B012588,1
00001-A012589,00001-B012589,1
00001-A012590,00001-B012590,1
00001-A012591,00001-B012591,1
00001-A012592,00001-B012592,1
00001-A012593,00001-B012593,1
00001-A012594,00001-B012594,1
00001-A012595,00001-B012595,1
00001-A012596,00001-B012596,1
00001-A012597,00001-B012597,1
00001-A012598,00001-B012598,1
00001-A012599,00001-B012599,1
00001-A012600,00001-B012600,1
00001-A012601,00001-B012601,1
00001-A012602,00001-B012602,1
00001-A012603,00001-B012603,1
00001-A012604,00001-B012604,1
00001-A012605,00001-B012605,1
00001-A012606,00001-B012606,1
00001-A012607,00001-B012607,1
00001-A012608,00001-B012608,1
00001-A012609,00001-B012609,1
00001-A012610,00001-B012610,1
00001-A012611,00001-B012611,1
00001-A012612,00001-B012612,1
00001-A012613,00001-B012613,1
00001-A012614,00001-B012614,1
00001-A012615,00001-B012615,1
00001-A012616,00001-B012616,1
00001-A012617,00001-B012617,1
00001-A012618,00001-B012618,1
00001-A012619,00001-B012619,1
00001-A012620,00001-B012620,1
00001-A012621,00001-B012621,1
00001-A012622,00001-B012622,1
00001-A012623,00001-B012623,1
00001-A012624,00001-B012624,1
00001-A012625,00001-B012625,1
00001-A012626,00001-B012626,1
00001-A012627,00001-B012627,1
00001-A012628,00001-B012628,1
00001-A012629,00001-B012629,1
00001-A012630,00001-B012630,1
00001-A012631,00001-B012631,1
00001-A012632,00001-B012632,1
00001-A012633,00001-B012633,1
00001-A012634,00001-B012634,1
00001-A012635,00001-B012635,1
00001-A012636,00001-B012636,1
00001-A012637,00001-B012637,1
00001-A012638,00001-B012638,1
00001-A012639,00001-B012639,1
00001-A012640,00001-B012640,1
00001-A012641,00001-B012641,1
00001-A012642,00001-B012642,1
00001-A012643,00001-B012643,1
00001-A012644,00001-B012644,1
00001-A012645,00001-B012645,1
00001-A012646,00001-B012646,1
00001-A012647,00001-B012647,1
00001-A012648,00001-B012648,1
00001-A012649,00001-B012649,1
00001-A012650,00001-B012650,1
00001-A012651,00001-B012651,1
00001-A012652,00001-B012652,1
00001-A012653,00001-B012653,1
00001-A012654,00001-B012654,1
00001-A012655,00001-B012655,1
00001-A012656,00001-B012656,1
00001-A012657,00001-B012657,1
00001-A012658,00001-B012658,1
00001-A012659,00001-B012659,1
00001-A012660,00001-B012660,1
00001-A012661,00001-B012661,1
00001-A012662,00001-B012662,1
00001-A012663,00001-B012663,1
00001-A012664,00001-B012664,1
00001-A012665,00001-B012665,1
00001-A012666,00001-B012666,1
00001-A012667,00001-B012667,1
00001-A012668,00001-B012668,1
00001-A012669,00001-B012669,1
00001-A012670,00001-B012670,1
00001-A012671,00001-B012671,1
00001-A012672,00001-B012672,1
00001-A012673,00001-B012673,1
00001-A012674,00001-B012674,1
00001-A012675,00001-B012675,1
00001-A012676,00001-B013086,1
00001-A012677,00001-B012677,1
00001-A012678,00001-B012678,1
00001-A012679,00001-B012679,1
00001-A012680,00001-B012680,1
00001-A012681,00001-B012681,1
00001-A012682,00001-B012682,1
00001-A012683,00001-B012683,1
00001-A012684,00001-B012684,1
00001-A012685,00001-B012685,1
00001-A012686,00001-B012686,1
00001-A012687,00001-B012687,1
00001-A012688,00001-B012688,1
00001-A012689,00001-B012689,1
00001-A012690,00001-B012690,1
00001-A012691,00001-B012691,1
00001-A012692,00001-B012692,1
00001-A012693,00001-B012693,1
00001-A012694,00001-B012694,1
00001-A012695,00001-B012695,1
00001-A012696,00001-B012696,1
00001-A012697,00001-B012697,1
00001-A012698,00001-B012698,1
00001-A012699,00001-B012699,1
00001-A012700,00001-B012700,1
00001-A012701,00001-B012991,1
00001-A012702,00001-B012702,1
00001-A012703,00001-B012703,1
00001-A012704,00001-B012704,1
00001-A012705,00001-B012705,1
00001-A012706,00001-B012706,1
00001-A012707,00001-B012707,1
00001-A012708,00001-B012708,1
00001-A012709,00001-B012709,1
00001-A012710,00001-B012710,1
00001-A012711,00001-B012711,1
00001-A012712,00001-B012712,1
00001-A012713,00001-B012713,1
00001-A012714,00001-B012714,1
00001-A012715,00001-B012715,1
00001-A012716,00001-B012716,1
00001-A012717,00001-B012717,1
00001-A012718,00001-B012718,1
00001-A012719,00001-B012719,1
00001-A012720,00001-B012720,1
00001-A012721,00001-B012721,1
00001-A012722,00001-B012722,1
00001-A012723,00001-B012723,1
00001-A012724,00001-B012724,1
00001-A012725,00001-B012725,1
00001-A012726,00001-B012726,1
00001-A012727,00001-B012727,1
00001-A012728,00001-B012728,1
00001-A012729,00001-B012729,1
00001-A012730,00001-B012730,1
00001-A012731,00001-B012731,1
00001-A012732,00001-B012732,1
00001-A012733,00001-B012733,1
00001-A012734,00001-B012734,1
00001-A012735,00001-B012735,1
00001-A012736,00001-B012736,1
00001-A012737,00001-B012737,1
00001-A012738,00001-B012738,1
00001-A012739,00001-B012739,1
00001-A012740,00001-B012740,1
00001-A012741,00001-B012741,1
00001-A012742,00001-B012742,1
00001-A012743,00001-B012743,1
00001-A012744,00001-B012744,1
00001-A012745,00001-B012745,1
00001-A012746,00001-B012746,1
00001-A012747,00001-B012747,1
00001-A012748,00001-B012748,1
00001-A012749,00001-B012749,1
00001-A012750,00001-B012750,1
00001-A012751,00001-B012751,1
00001-A012752,00001-B012752,1
00001-A012753,00001-B012753,1
00001-A012754,00001-B012754,1
00001-A012755,00001-B012755,1
00001-A012756,00001-B012756,1
00001-A012757,00001-B012757,1
00001-A012758,00001-B012758,1
00001-A012759,00001-B012759,1
00001-A012760,00001-B012760,1
00001-A012761,00001-B012761,1
00001-A012762,00001-B012762,1
00001-A012763,00001-B012763,1
00001-A012764,00001-B012764,1
00001-A012765,00001-B012765,1
00001-A012766,00001-B012766,1
00001-A012767,00001-B012767,1
00001-A012768,00001-B012768,1
00001-A012769,00001-B012769,1
00001-A012770,00001-B012770,1
00001-A012771,00001-B012771,1
00001-A012772,00001-B012772,1
00001-A012773,00001-B012773,1
00001-A012774,00001-B012774,1
00001-A012775,00001-B012775,1
00001-A012776,00001-B012776,1
00001-A012777,00001-B012777,1
00001-A012778,00001-B012778,1
00001-A012779,00001-B012779,1
00001-A012780,00001-B012780,1
00001-A012781,00001-B012781,1
00001-A012782,00001-B012782,1
00001-A012783,00001-B012783,1
00001-A012784,00001-B012784,1
00001-A012785,00001-B012785,1
00001-A012786,00001-B012786,1
00001-A012787,00001-B012787,1
00001-A012788,00001-B012788,1
00001-A012789,00001-B012789,1
00001-A012790,00001-B012790,1
00001-A012791,00001-B012791,1
00001-A012792,00001-B012792,1
00001-A012793,00001-B012793,1
00001-A012794,00001-B012794,1
00001-A012795,00001-B012795,1
00001-A012796,00001-B012796,1
00001-A012797,00001-B012797,1
00001-A012798,00001-B012798,1
00001-A012799,00001-B012799,1
00001-A012800,00001-B012800,1
00001-A012801,00001-B012801,1
00001-A012802,00001-B012802,1
00001-A012803,00001-B012803,1
00001-A012804,00001-B012804,1
00001-A012805,00001-B012805,1
00001-A012806,00001-B012806,1
00001-A012807,00001-B012807,1
00001-A012808,00001-B012808,1
00001-A012809,00001-B012809,1
00001-A012810,00001-B012810,1
00001-A012811,00001-B012811,1
00001-A012812,00001-B012812,1
00001-A012813,00001-B012813,1
00001-A012814,00001-B012814,1
00001-A012815,00001-B012815,1
00001-A012816,00001-B012816,1
00001-A012817,00001-B012817,1
00001-A012818,00001-B012818,1
00001-A012819,00001-B012819,1
00001-A012820,00001-B012820,1
00001-A012821,00001-B012821,1
00001-A012822,00001-B012822,1
00001-A012823,00001-B012823,1
00001-A012824,00001-B012824,1
00001-A012825,00001-B012825,1
00001-A012826,00001-B012826,1
00001-A012827,00001-B012827,1
00001-A012828,00001-B012828,1
00001-A012829,00001-B012829,1
00001-A012830,00001-B012830,1
00001-A012831,00001-B012831,1
00001-A012832,00001-B012832,1
00001-A012833,00001-B012833,1
00001-A012834,00001-B012834,1
00001-A012835,00001-B012835,1
00001-A012836,00001-B012836,1
00001-A012837,00001-B012837,1
00001-A012838,00001-B012838,1
00001-A012839,00001-B012839,1
00001-A012840,00001-B012840,1
00001-A012841,00001-B012841,1
00001-A012842,00001-B012842,1
00001-A012843,00001-B012843,1
00001-A012844,00001-B012844,1
00001-A012845,00001-B012845,1
00001-A012846,00001-B012846,1
00001-A012847,00001-B012847,1
00001-A012848,00001-B012848,1
00001-A012849,00001-B012849,1
00001-A012850,00001-B012850,1
00001-A012851,00001-B012851,1
00001-A012852,00001-B012852,1
00001-A012853,00001-B012853,1
00001-A012854,00001-B012854,1
00001-A012855,00001-B012855,1
00001-A012856,00001-B012856,1
00001-A012857,00001-B012857,1
00001-A012858,00001-B012858,1
00001-A012859,00001-B012859,1
00001-A012860,00001-B012860,1
00001-A012861,00001-B012861,1
00001-A012862,00001-B012862,1
00001-A012863,00001-B012863,1
00001-A012864,00001-B012864,1
00001-A012865,00001-B011916,1
00001-A012866,00001-B012773,1
00001-A012867,00001-B012867,1
00001-A012868,00001-B010770,1
00001-A012869,00001-B013051,1
00001-A012870,00001-B012870,1
00001-A012871,00001-B012871,1
00001-A012872,00001-B010938,1
00001-A012873,00001-B011116,1
00001-A012874,00001-B012874,1
00001-A012875,00001-B012875,1
00001-A012876,00001-B012876,1
00001-A012877,00001-B012877,1
00001-A012878,00001-B012878,1
00001-A012879,00001-B012879,1
00001-A012880,00001-B012880,1
00001-A012881,00001-B012881,1
00001-A012882,00001-B012882,1
00001-A012883,00001-B012883,1
00001-A012884,00001-B012884,1
00001-A012885,00001-B012885,1
00001-A012886,00001-B012886,1
00001-A012887,00001-B012887,1
00001-A012888,00001-B012888,1
00001-A012889,00001-B012889,1
00001-A012890,00001-B012890,1
00001-A012891,00001-B013051,1
00001-A012892,00001-B012892,1
00001-A012893,00001-B012893,1
00001-A012894,00001-B012894,1
00001-A012895,00001-B012895,1
00001-A012896,00001-B012896,1
00001-A012897,00001-B012897,1
00001-A012898,00001-B012898,1
00001-A012899,00001-B012899,1
00001-A012900,00001-B012900,1
00001-A012901,00001-B012901,1
00001-A012902,00001-B012902,1
00001-A012903,00001-B012903,1
00001-A012904,00001-B012904,1
00001-A012905,00001-B012905,1
00001-A012906,00001-B012906,1
00001-A012907,00001-B012907,1
00001-A012908,00001-B012908,1
00001-A012909,00001-B012909,1
00001-A012910,00001-B012910,1
00001-A012911,00001-B012911,1
00001-A012912,00001-B012912,1
00001-A012913,00001-B012913,1
00001-A012914,00001-B012914,1
00001-A012915,00001-B012915,1
00001-A012916,00001-B012916,1
00001-A012917,00001-B012917,1
00001-A012918,00001-B012918,1
00001-A012919,00001-B012919,1
00001-A012920,00001-B012920,1
00001-A012921,00001-B012921,1
00001-A012922,00001-B012922,1
00001-A012923,00001-B012923,1
00001-A012924,00001-B012924,1
00001-A012925,00001-B012925,1
00001-A012926,00001-B012926,1
00001-A012927,00001-B012927,1
00001-A012928,00001-B012928,1
00001-A012929,00001-B012929,1
00001-A012930,00001-B012930,1
00001-A012931,00001-B012931,1
00001-A012932,00001-B012932,1
00001-A012933,00001-B012933,1
00001-A012934,00001-B012934,1
00001-A012935,00001-B012935,1
00001-A012936,00001-B012936,1
00001-A012937,00001-B012937,1
00001-A012938,00001-B012938,1
00001-A012939,00001-B012939,1
00001-A012940,00001-B012940,1
00001-A012941,00001-B012941,1
00001-A012942,00001-B012942,1
00001-A012943,00001-B012943,1
00001-A012944,00001-B012944,1
00001-A012945,00001-B012945,1
00001-A012946,00001-B012946,1
00001-A012947,00001-B012947,1
00001-A012948,00001-B012948,1
00001-A012949,00001-B012949,1
00001-A012950,00001-B012950,1
00001-A012951,00001-B012951,1
00001-A012952,00001-B012952,1
00001-A012953,00001-B012953,1
00001-A012954,00001-B012954,1
00001-A012955,00001-B012955,1
00001-A012956,00001-B012956,1
00001-A012957,00001-B012957,1
00001-A012958,00001-B012958,1
00001-A012959,00001-B012959,1
00001-A012960,00001-B012960,1
00001-A012961,00001-B012961,1
00001-A012962,00001-B012962,1
00001-A012963,00001-B012963,1
00001-A012964,00001-B012964,1
00001-A012965,00001-B012965,1
00001-A012966,00001-B012966,1
00001-A012967,00001-B012967,1
00001-A012968,00001-B012968,1
00001-A012969,00001-B012969,1
00001-A012970,00001-B012970,1
00001-A012971,00001-B012971,1
00001-A012972,00001-B012972,1
00001-A012973,00001-B012973,1
00001-A012974,00001-B012974,1
00001-A012975,00001-B012975,1
00001-A012976,00001-B012976,1
00001-A012977,00001-B012977,1
00001-A012978,00001-B012978,1
00001-A012979,00001-B012979,1
00001-A012980,00001-B012980,1
00001-A012981,00001-B012981,1
00001-A012982,00001-B012982,1
00001-A012983,00001-B012983,1
00001-A012984,00001-B012984,1
00001-A012985,00001-B012985,1
00001-A012986,00001-B012986,1
00001-A012987,00001-B012987,1
00001-A012988,00001-B012988,1
00001-A012989,00001-B012989,1
00001-A012990,00001-B012990,1
00001-A012991,00001-B012991,1
00001-A012992,00001-B012992,1
00001-A012993,00001-B012993,1
00001-A012994,00001-B012994,1
00001-A012995,00001-B012995,1
00001-A012996,00001-B012996,1
00001-A012997,00001-B012997,1
00001-A012998,00001-B012998,1
00001-A012999,00001-B012999,1
00001-A013000,00001-B013000,1
00001-A013001,00001-B013001,1
00001-A013002,00001-B013002,1
00001-A013003,00001-B013003,1
00001-A013004,00001-B013004,1
00001-A013005,00001-B012935,1
00001-A013006,00001-B013006,1
00001-A013007,00001-B013007,1
00001-A013008,00001-B013008,1
00001-A013009,00001-B013009,1
00001-A013010,00001-B013010,1
00001-A013011,00001-B013011,1
00001-A013012,00001-B013012,1
00001-A013013,00001-B013013,1
00001-A013014,00001-B013014,1
00001-A013015,00001-B013015,1
00001-A013016,00001-B013016,1
00001-A013017,00001-B013017,1
00001-A013018,00001-B013018,1
00001-A013019,00001-B013019,1
00001-A013020,00001-B013020,1
00001-A013021,00001-B013021,1
00001-A013022,00001-B013022,1
00001-A013023,00001-B013023,1
00001-A013024,00001-B013024,1
00001-A013025,00001-B013025,1
00001-A013026,00001-B013026,1
00001-A013027,00001-B013027,1
00001-A013028,00001-B013028,1
00001-A013029,00001-B013029,1
00001-A013030,00001-B013030,1
00001-A013031,00001-B013031,1
00001-A013032,00001-B013032,1
00001-A013033,00001-B013033,1
00001-A013034,00001-B013034,1
00001-A013035,00001-B013035,1
00001-A013036,00001-B013036,1
00001-A013037,00001-B013037,1
00001-A013038,00001-B013038,1
00001-A013039,00001-B013039,1
00001-A013040,00001-B013040,1
00001-A013041,00001-B013041,1
00001-A013042,00001-B013042,1
00001-A013043,00001-B013043,1
00001-A013044,00001-B013044,1
00001-A013045,00001-B013045,1
00001-A013046,00001-B013993,1
